"","CB62_E8","CB62_L4i","E32C1_E8","E32C1_L4i","E32C4_E8","E32C4_L4i","E32C6_E8","E32C6_L4i","E5C3_E8","E5C3_L4i","H9_E8","H9_L4i","RUES01_E8","RUES01_L4i","RUES02_E8","RUES02_L4i"
"ENSG00000259318",4,8,5,6,7,8,3,3,1,1,6,0,2,0,3,9
"RPL7AP4",0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
"ENSG00000271484",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000200742",2,0,0,4,2,0,0,0,0,0,10,0,2,1,8,5
"ZFYVE26",4957,3285,9198,6283,12336,7949,4332,4948,2351,3417,8021,2337,2441,4036,16936,12348
"ENSG00000258837",0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
"RN7SL706P",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RN7SL108P",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2
"RPL7AP5",0,0,2,2,0,0,2,0,0,0,0,0,0,0,0,0
"ENSG00000258477",7,3,17,8,2,7,3,7,0,1,10,3,3,3,16,27
"ENSG00000287385",9,4,11,14,17,4,6,9,2,4,1,2,2,1,11,4
"ENSG00000258623",57,5,66,48,57,12,16,18,12,0,88,22,15,2,79,29
"RPL12P7",2,0,2,6,7,0,2,1,0,0,14,2,4,0,25,7
"ENSG00000287167",27,0,33,12,19,0,0,4,2,0,38,2,4,0,30,4
"ENSG00000260806",176,94,207,181,266,176,72,139,48,78,220,77,94,119,406,240
"LINC02304",0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
"ENSG00000258860",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RPLP0P3",8,4,24,10,20,7,5,6,4,2,11,5,21,10,34,7
"ENSG00000259022",7,2,2,0,11,7,2,10,0,3,1,0,2,2,1,3
"ENSG00000259017",0,0,2,0,3,0,0,0,0,0,6,0,0,0,0,2
"RPS3AP4",0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
"KRT18P6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
"INSM2",0,2,2,0,4,4,2,3,0,0,26,0,0,4,4,0
"LOC124900348",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"QRSL1P3",0,0,5,1,0,1,0,0,0,0,8,0,0,0,2,2
"ENSG00000258938",4,5,11,12,16,10,2,11,6,2,7,2,7,2,24,6
"ENSG00000258300",1,0,2,0,1,0,0,0,0,0,0,0,0,0,2,0
"BRMS1L",1284,1329,2175,2198,3138,2737,965,1852,530,1212,1853,734,662,929,3927,3358
"ENSG00000257272",0,0,0,0,0,6,0,0,0,0,1,0,2,0,0,0
"LOC644584",2,2,20,10,1,6,10,6,4,4,6,9,8,0,14,6
"ENSG00000257614",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000257720",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000257826",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ZNF839",826,224,1630,582,2340,756,583,454,351,405,2244,453,578,483,3642,1579
"RABGGTA",1657,1364,2699,2959,3863,3281,1058,2592,836,1073,2911,1166,1054,1328,5650,4436
"PPP4R3A",13343,8557,22673,18576,28577,24129,9569,14426,5699,9597,20667,7342,6593,9971,46216,29314
"ESR2",38,32,133,54,129,97,46,85,19,42,69,13,30,34,168,81
"HAUS4",1775,1021,4083,2882,5636,2416,1175,1842,995,1186,4423,1655,1653,1703,5589,4905
"FITM1",8,5,29,17,20,27,14,17,4,11,9,10,14,16,61,27
"OR4K2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LRFN5",126,57,114,94,270,227,71,205,154,540,156,242,82,15,153,170
"OR4M1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OR4K14",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OR6J1",0,1,0,0,1,3,0,0,0,0,0,0,0,0,0,0
"OR4K13",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OR4K1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OR10G3",0,0,1,2,1,1,0,2,1,0,0,0,0,0,0,0
"C14orf178",2,5,0,0,0,0,0,0,0,0,4,0,1,1,2,1
"ENSG00000258027",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000278184",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"RALGAPA1",1706,978,3025,1941,4404,2763,1318,1770,753,1110,3032,900,758,1371,4513,3174
"MAP4K5",3316,2315,6944,5065,8262,5796,2649,4329,2054,3164,7654,2364,2274,3264,11239,8276
"DYNC1H1",49462,34742,108770,89657,143221,89517,33780,49657,32465,37259,83485,35092,27800,49392,173883,132767
"ACIN1",39888,18162,53838,38562,64041,59107,27698,37342,15092,24323,66152,18336,21000,26408,127882,72670
"RPPH1-2P",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CHURC1-FNTB",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RAB15",6267,12323,15029,17900,26257,29366,8730,17808,6537,10605,10943,7020,4225,12338,19196,30003
"FNTB",354,750,1233,1167,1752,1738,567,902,228,751,825,380,439,651,1470,1910
"ENSG00000272158",7,0,5,6,1,1,2,0,2,0,8,6,0,6,8,4
"MAX",2654,2824,5223,4406,6336,5208,1913,3483,1636,1999,5100,1588,1963,2336,9324,7950
"MIR4706",0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
"LOC100506321",0,0,4,1,4,1,1,4,0,2,1,2,0,5,17,6
"MRPL52",6360,4175,10607,10245,15197,10780,4479,8000,2387,3949,8887,2604,4632,4990,15545,12517
"CCDC196",0,0,0,1,5,1,6,0,0,0,2,0,0,2,5,1
"ZDHHC22",4564,805,6241,2304,6310,2260,2743,1382,3963,490,3814,554,2163,1560,13097,2663
"ENSG00000269883",100,25,164,92,138,53,92,31,107,25,50,9,34,45,317,85
"ENSG00000258552",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000201384",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MIR1260A",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GSTZ1",4031,2672,7779,9575,9290,9609,2231,6959,1986,2658,6552,2511,3515,2992,12805,11415
"TMED8",4165,1701,7216,3796,10907,2998,2611,2496,2397,1679,7643,2047,1957,2179,13510,6088
"LOC100422225",0,0,2,0,0,2,0,0,0,0,0,0,0,0,2,1
"NUDT14",2283,908,2390,779,5052,1992,872,1394,1703,1105,2993,466,1542,676,5396,2655
"ENSG00000258500",0,0,0,1,2,0,0,0,0,0,0,0,0,2,0,0
"RN7SKP92",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000259031",1,0,1,1,3,0,0,2,1,0,1,0,0,0,3,4
"ENSG00000258576",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000197358",16,14,18,104,24,54,2,68,12,16,20,34,14,18,136,126
"RPL26P3",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"LINC02327",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"ENSG00000257523",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"LOC107984685",0,1,2,0,0,0,2,0,0,0,0,0,0,0,0,0
"RNU6-864P",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC102724934",0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
"ENSG00000258107",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000286040",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RNU11-5P",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000257120",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"RNU6-1234P",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000287142",2,0,0,3,0,1,0,1,0,1,0,0,0,3,6,2
"HSPA2-AS1",11,2,24,9,13,13,2,18,2,0,21,10,6,7,36,24
"ENSG00000259160",0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0
"PPP1R36",54,6,128,60,169,50,30,45,16,11,49,12,51,47,125,59
"ENSG00000259076",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"ENSG00000259010",0,0,3,12,6,5,0,2,0,0,6,2,1,0,9,7
"PLEKHG3",7297,1818,11489,3841,15220,6689,4324,2977,3988,3232,13580,996,3903,2871,19467,6703
"SPTB",461,341,1664,1162,2640,943,530,1083,786,330,1298,709,311,640,2171,1508
"MIR7855",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"POMT2",3324,2020,5726,3626,9523,6292,2831,4015,1439,2252,5763,1509,1667,2470,9268,6531
"OR4N5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AKT1",8639,5071,11803,8360,19062,8337,4767,5542,6481,7045,17968,4423,5232,5825,30148,14547
"OR4E2",4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MIR624",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BTBD6",1074,738,2351,1021,4162,2975,1316,1209,440,1561,2352,268,885,1416,3236,3159
"OR11H4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
"ATL1",432,676,1046,1351,1538,1538,524,1022,202,638,645,401,351,912,1505,1935
"ENSG00000240513",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RPL27P1",0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2
"COCH",762,1114,2403,2522,3969,3282,901,1752,424,1585,2090,855,547,1327,2160,3861
"LOC100506071",10,3,40,9,40,41,18,19,7,11,88,13,13,10,87,56
"STRN3",5301,3437,11244,7270,14073,7838,3958,5266,2718,3109,9922,2988,3325,3429,17683,11132
"ENSG00000258886",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000258968",0,0,0,0,0,0,0,0,0,1,1,0,0,0,3,0
"RPL21P5",0,0,0,0,2,0,0,2,0,0,4,0,0,0,1,0
"RNU6-541P",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000202402",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000257831",1,5,1,0,6,5,1,12,0,4,12,4,5,6,14,7
"ENSG00000199291",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ACTN1",58561,37762,89967,69869,119473,82133,34187,47588,23899,36660,84985,22445,28028,50448,160978,105254
"AP4S1",645,655,1320,1244,2027,2164,719,1477,258,745,1444,477,469,973,1942,2814
"ENSG00000258814",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"LINC00911",0,0,0,0,4,0,2,0,0,0,0,0,0,0,0,0
"FLRT2",448,966,1316,1145,2670,1825,935,652,331,2195,2027,676,360,449,1300,4447
"ENSG00000286333",0,0,0,0,5,0,0,0,0,2,0,0,2,0,0,0
"MIR7843",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000258871",0,0,0,0,1,0,0,0,2,0,5,0,0,2,0,0
"ENSG00000285936",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
"ENSG00000206751",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000176043",0,0,1,1,0,0,0,1,0,1,1,1,0,0,0,0
"PAPOLA",28804,21414,57174,48162,75203,51873,22052,39182,15417,20187,45486,17819,18495,26518,92843,65314
"CHURC1",752,707,1413,1291,2491,2183,753,1262,947,1447,1277,386,453,872,2320,1978
"GEMIN2",1824,1805,3483,3856,5575,4305,1513,3105,1015,1443,3598,1732,1526,1632,5141,4447
"DPF3",25,12,43,54,38,46,4,34,12,34,28,12,20,2,78,44
"OR11H12",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OR11G2",0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
"PABPN1",4044,3572,7370,6656,9911,9905,3460,5861,2070,4053,8052,2616,3464,4065,14028,11198
"OR4E1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"SDR39U1",728,343,829,583,1679,1051,455,821,292,290,1235,360,568,423,2288,1307
"NGB",30,46,97,109,64,67,32,69,30,23,34,30,32,72,106,146
"OR11H2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MDGA2",45,284,46,1090,73,880,16,1443,72,176,88,526,14,41,119,283
"RNASE3",2,0,1,0,2,2,0,0,1,0,5,0,0,0,6,1
"TRAV6",0,0,1,2,4,0,0,0,0,0,0,0,0,0,0,0
"TRAV7",0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
"TRAV8-1",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"TRAV9-1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TRAV10",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TRAV11",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TRAV12-1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TRAV8-2",0,2,0,0,2,0,2,2,0,2,1,0,0,0,0,6
"TRAV8-3",1,0,0,3,5,2,1,0,0,0,0,2,0,0,1,5
"TRAV13-1",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2
"TRAV12-2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TRAV8-4",0,0,2,0,2,0,0,0,0,0,1,0,0,0,1,2
"ENSG00000256379",1,0,1,4,1,0,0,0,0,0,2,0,0,0,2,0
"TRAV13-2",0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
"TRAV14DV4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TRAV9-2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000258482",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000258557",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TRAV12-3",0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0
"TRAV8-6",0,0,0,0,0,3,0,0,0,0,0,0,0,5,0,0
"TRAV16",0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
"TRAV17",0,0,0,0,9,0,0,0,4,0,4,0,0,1,0,0
"TRAV18",10,0,18,5,37,8,9,3,0,3,7,1,8,2,26,6
"TRAV19",3,0,15,7,17,8,10,4,0,0,13,0,4,0,11,11
"LOC100419912",0,0,0,0,2,0,0,0,0,0,2,0,0,0,2,0
"TRAV20",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TRAV21",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000276428",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TRAV22",2,0,2,0,2,0,2,0,0,0,2,0,0,2,2,2
"TRAV23DV6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TRDV1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TRAV24",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TRAV25",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TRAV26-1",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"ENSG00000211808",0,0,1,0,2,1,0,0,0,0,0,0,0,0,0,0
"TRAV27",0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
"TRAV28",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TRAV29DV5",0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
"TRAV30",2,1,0,0,0,0,0,0,0,0,1,0,0,0,11,2
"TRAV31",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TRAV32",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TRAV33",0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
"TRAV26-2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TRAV34",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TRAV35",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TRAV36DV7",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000259068",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TRAV38-1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TRAV38-2DV8",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TRAV39",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TRAV40",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TRAV41",0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
"IGHG1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"IGHG3",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000270371",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"IGHD",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"IGHM",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MIR4539",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MIR4507",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MIR4538",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MIR4537",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"IGHJ6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"IGHJ3P",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"IGHJ5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"IGHJ4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"IGHJ3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"IGHJ2P",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"IGHJ2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"IGHJ1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"IGHD7-27",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"IGHJ1P",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"IGHD1-26",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"IGHD6-25",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"IGHD5-24",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"IGHD4-23",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"IGHD3-22",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"IGHD2-21",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000244620",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"IGHD1-20",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"IGHD6-19",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"IGHD5-18",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"IGHD4-17",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"IGHD3-16",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"IGHD2-15",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"IGHD1-14",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"IGHD6-13",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"IGHD5-12",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"IGHD4-11",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"IGHD2-8",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"IGHD1-7",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"IGHD6-6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"IGHD5-5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"IGHD4-4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"IGHD3-3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"IGHD2-2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"IGHD1-1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"IGHV6-1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000254279",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RPS8P1",391,292,719,798,975,774,259,606,175,275,666,283,340,295,938,919
"IGHV1-2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"IGHVIII-2-1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"IGHV1-3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"IGHV4-4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"IGHV7-4-1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"IGHV2-5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"IGHVIII-5-1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"IGHVIII-5-2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"IGHV3-6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"IGHV3-7",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000199480",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"IGHVII-60-1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"IGHV4-61",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"IGHV3-62",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"IGHVII-62-1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"IGHV3-63",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"IGHV3-64",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"IGHV3-65",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"IGHVII-65-1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"IGHV3-66",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"IGHV1-67",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000223506",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000253820",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"IGHVIII-67-2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"IGHVIII-67-3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"IGHVIII-67-4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"IGHV1-68",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"IGHV1-69",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"IGHV2-70D",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"IGHV3-69-1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"IGHV1-69-2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000283571",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"IGHV1-69D",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"IGHV2-70",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"IGHV3-71",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"IGHV3-72",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"IGHV3-73",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"IGHV3-74",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000254134",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"IGHV3-75",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"IGHV3-76",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"IGHVIII-76-1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MIR5195",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"IGHV5-78",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"IGHVII-78-1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"IGHV3-79",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"IGHV4-80",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"IGHV7-81",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"IGHVIII-82",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SYNE3",8,10,26,56,40,24,11,26,8,22,23,22,6,18,64,170
"PROX2",4,2,23,19,26,28,7,11,8,10,14,2,2,15,34,42
"SIPA1L1",10368,5126,19007,10494,26182,14281,7353,8618,7070,4807,19090,3969,6170,6627,33517,17012
"ZBTB1",2120,1811,4603,2688,5889,4583,1911,1911,1233,2153,4393,1139,1532,1915,6305,5083
"TRIM9",431,190,1039,881,1196,342,291,502,243,147,1095,316,414,490,2038,809
"HIF1A",23483,15675,40643,32969,55364,41603,15703,24284,10546,14422,37349,11490,12003,18061,67333,46562
"ENSG00000258964",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SNAPC1",1501,783,2638,2864,2792,1842,678,1785,544,569,2575,1395,833,886,4147,2662
"ENSG00000279633",2,0,2,0,4,0,0,4,0,0,14,0,0,0,4,2
"ENSG00000258956",0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0
"ENSG00000258842",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000258903",0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
"LINC00644",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000270852",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000257869",1,5,8,23,19,6,9,18,6,0,15,28,0,0,20,3
"REC8",2743,4545,5495,11003,8662,15380,2360,11161,1465,6722,6170,5125,2356,5332,8365,18935
"CPNE6",12,0,5,14,6,6,0,6,2,0,6,0,8,6,10,8
"WDR25",1152,1130,1888,2050,2927,2392,850,1557,532,832,1739,827,628,1041,3365,3160
"ENSG00000258620",1,2,0,0,4,0,0,0,0,0,2,0,0,4,0,0
"ENSG00000279593",2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
"FAM181A-AS1",0,0,0,0,0,0,0,0,0,9,20,0,2,2,0,6
"ASB2",68,44,334,155,357,211,109,106,22,99,99,44,152,147,253,279
"ENSG00000258987",0,0,0,0,0,0,0,0,0,4,0,0,0,0,5,1
"CCDC197",0,0,3,0,2,0,1,0,0,0,0,0,0,2,3,4
"OTUB2",604,512,1740,1441,2209,1179,487,1016,251,325,1398,589,495,639,1979,2227
"IFI27L1",1729,825,2399,1935,3765,1996,779,2047,1014,1021,2750,881,1269,1157,3830,2468
"IFI27L2",1077,442,1248,963,3342,1321,649,1039,550,392,2430,757,1041,640,2811,2689
"PPP4R4",1524,349,2595,935,3126,664,770,570,548,489,2932,441,603,483,4467,1277
"HSPA2",8546,3400,19522,25118,23844,12187,5146,31676,4638,1705,8648,4549,7044,8022,17325,16239
"NKX2-1",0,2,0,4,0,0,2,0,0,4,0,8,0,2,2,25
"ENSG00000258428",0,0,1,2,1,0,0,2,1,0,3,1,2,0,8,1
"ENSG00000259133",3,2,1,1,0,6,0,0,0,0,0,0,0,0,1,0
"RPL36AP1",0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,1
"ENSG00000258703",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RN7SL461P",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RNU6-1204P",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
