"","PARPKO_r1","PARPKO_r2","PARPKO_r3","WT_r1","WT_r2","WT_r3"
"ENSMUSG00000132431",0,0,0,0,0,0
"ENSMUSG00000113330",2,0,6,1,2,1
"ENSMUSG00000113193",0,0,0,1,0,4
"ENSMUSG00000112336",1,0,0,2,1,13
"ENSMUSG00000132469",0,0,0,0,0,0
"ENSMUSG00000132488",0,0,0,0,0,0
"ENSMUSG00000132495",0,0,0,1,2,2
"ENSMUSG00000120259",0,0,0,0,0,0
"ENSMUSG00000132557",0,0,0,1,1,0
"ENSMUSG00000111938",1,0,5,1,2,0
"ENSMUSG00000132615",0,0,0,0,0,0
"ENSMUSG00000113220",13,6,19,9,12,1
"ENSMUSG00000093846",1,4,39,6,8,7
"ENSMUSG00000072884",8,4,7,9,8,15
"ENSMUSG00000120699",14,7,44,9,2,19
"ENSMUSG00000097575",0,0,0,2,1,1
"ENSMUSG00000086037",0,0,0,0,0,0
"ENSMUSG00000132737",0,1,0,0,0,0
"ENSMUSG00000132754",0,0,0,0,0,0
"ENSMUSG00000132758",1,0,6,1,1,0
"ENSMUSG00000132770",0,0,0,0,0,0
"ENSMUSG00000132774",0,0,0,0,0,0
"ENSMUSG00000120407",1,0,0,1,1,0
"ENSMUSG00000112348",50,57,87,161,132,281
"ENSMUSG00000132845",0,0,0,0,0,0
"ENSMUSG00000132847",0,0,0,1,0,7
"ENSMUSG00000113320",0,0,0,0,0,0
"ENSMUSG00000132878",0,0,0,0,0,0
"ENSMUSG00000132880",6,8,15,86,76,87
"ENSMUSG00000132889",0,0,0,0,0,0
"ENSMUSG00000132901",0,0,0,0,0,0
"ENSMUSG00000112054",0,0,0,2,0,0
"ENSMUSG00000132946",2,2,0,1,1,7
"ENSMUSG00000133012",0,0,0,0,0,0
"ENSMUSG00000111982",0,1,0,0,0,0
"ENSMUSG00000113943",0,0,0,2,0,1
"ENSMUSG00000101067",0,1,0,0,1,3
"ENSMUSG00000113390",0,0,0,1,0,0
"ENSMUSG00000114052",1,1,0,0,3,0
"ENSMUSG00000133196",0,0,0,0,1,0
"ENSMUSG00000133203",0,1,2,0,1,0
"ENSMUSG00000120464",1,0,0,0,0,0
"ENSMUSG00000133237",1,3,5,0,0,0
"ENSMUSG00000133266",0,0,0,0,0,0
"ENSMUSG00000133296",0,0,0,0,0,0
"ENSMUSG00000113179",0,0,0,0,0,0
"ENSMUSG00000133323",2,2,3,3,2,1
"ENSMUSG00000133324",0,0,0,0,0,0
"ENSMUSG00000113210",0,0,4,0,1,0
"ENSMUSG00000133366",1,1,0,0,1,4
"ENSMUSG00000133401",0,0,0,1,0,0
"ENSMUSG00000112950",0,0,0,0,0,0
"ENSMUSG00000133437",0,0,0,0,0,0
"ENSMUSG00000133469",0,0,0,0,0,0
"ENSMUSG00000133471",2,2,0,0,0,1
"ENSMUSG00000133506",0,0,0,0,0,0
"ENSMUSG00000121052",2,1,0,0,3,3
"ENSMUSG00000133536",0,0,0,0,0,0
"ENSMUSG00000133537",4,3,0,3,1,3
"ENSMUSG00000133576",0,0,0,0,0,0
"ENSMUSG00000133584",0,0,0,0,0,0
"ENSMUSG00000133603",5,3,20,3,3,13
"ENSMUSG00000120988",1,1,4,0,1,5
"ENSMUSG00000133622",0,0,0,1,0,0
"ENSMUSG00000087700",24,21,103,52,56,160
"ENSMUSG00000133645",0,1,10,2,0,2
"ENSMUSG00000133658",0,0,0,0,0,0
"ENSMUSG00000113092",0,0,0,0,0,0
"ENSMUSG00000133754",0,0,0,0,0,0
"ENSMUSG00000133769",0,0,0,0,0,0
"ENSMUSG00000133781",0,0,0,0,0,0
"ENSMUSG00000121877",0,0,0,0,0,0
"ENSMUSG00000133806",0,0,0,0,0,0
"ENSMUSG00000133838",0,0,0,0,0,0
"ENSMUSG00000133854",0,0,0,0,0,0
"ENSMUSG00000133891",0,0,0,0,0,0
"ENSMUSG00000133945",0,0,0,0,0,0
"ENSMUSG00000133965",0,0,0,0,0,0
"ENSMUSG00000133973",0,0,0,0,0,0
"ENSMUSG00000133991",0,0,0,0,0,0
"ENSMUSG00000134030",0,0,0,0,0,0
"ENSMUSG00000134047",0,0,0,0,0,0
"ENSMUSG00000120391",0,0,0,0,0,0
"ENSMUSG00000134115",6,3,18,10,7,27
"ENSMUSG00000134118",0,0,0,0,0,0
"ENSMUSG00000134147",0,0,0,0,1,0
"ENSMUSG00000134153",0,0,0,0,0,0
"ENSMUSG00000113734",0,0,1,0,0,0
"ENSMUSG00000134184",0,1,0,0,0,0
"ENSMUSG00000134186",0,0,0,0,0,0
"ENSMUSG00000134193",1,1,0,0,0,1
"ENSMUSG00000134207",1,1,0,1,3,3
"ENSMUSG00000134218",0,0,0,0,0,0
"ENSMUSG00000134226",42,41,67,25,28,65
"ENSMUSG00000134246",0,1,2,5,3,2
"ENSMUSG00000134287",2,0,3,0,1,8
"ENSMUSG00000112694",1,1,11,0,0,0
"ENSMUSG00000134391",0,0,0,0,0,0
"ENSMUSG00000113086",1,0,0,1,2,2
"ENSMUSG00000134434",14,12,46,13,20,33
"ENSMUSG00000114105",0,0,0,0,0,0
"ENSMUSG00000134489",0,0,0,0,0,0
"ENSMUSG00000020992",0,0,0,0,2,2
"ENSMUSG00000134530",3,1,25,3,0,3
"ENSMUSG00000134540",0,0,0,0,0,0
"ENSMUSG00000134545",0,0,0,0,0,0
"ENSMUSG00000134546",0,0,0,0,0,1
"ENSMUSG00000134569",0,0,0,0,0,0
"ENSMUSG00000113235",0,1,0,0,0,0
"ENSMUSG00000134585",0,0,0,0,0,0
"ENSMUSG00000100789",1,2,0,0,0,0
"ENSMUSG00000134633",0,0,0,0,0,0
"ENSMUSG00000134634",0,0,0,0,0,0
"ENSMUSG00000113584",0,0,0,0,0,2
"ENSMUSG00000134672",0,0,0,0,0,0
"ENSMUSG00000134690",0,0,0,0,0,0
"ENSMUSG00000134761",0,0,0,0,0,0
"ENSMUSG00000134767",0,0,0,0,0,0
"ENSMUSG00000073000",369,350,720,515,498,509
"ENSMUSG00000113236",0,0,0,0,0,0
"ENSMUSG00000134826",0,0,0,0,0,2
"ENSMUSG00000134854",0,0,0,0,0,0
"ENSMUSG00000113336",0,0,0,0,0,0
"ENSMUSG00000134865",0,6,16,4,14,19
"ENSMUSG00000134901",0,0,0,0,0,0
"ENSMUSG00000112232",0,0,0,0,0,0
"ENSMUSG00000112040",0,0,0,0,0,0
"ENSMUSG00000134926",1,0,7,0,2,3
"ENSMUSG00000120751",1,1,0,0,0,0
"ENSMUSG00000134982",0,0,0,0,0,0
"ENSMUSG00000135021",0,0,0,0,0,0
"ENSMUSG00000120835",0,0,0,0,0,0
"ENSMUSG00000135024",0,0,0,0,1,0
"ENSMUSG00000135037",1,2,2,4,4,10
"ENSMUSG00000135061",0,1,0,0,1,0
"ENSMUSG00000114018",0,0,0,0,0,0
"ENSMUSG00000135068",0,0,0,0,0,0
"ENSMUSG00000135077",0,0,0,0,1,3
"ENSMUSG00000135099",0,0,0,0,0,0
"ENSMUSG00000135104",3,1,7,0,0,8
"ENSMUSG00000135107",1,0,0,0,1,1
"ENSMUSG00000113746",5,6,7,11,14,45
"ENSMUSG00000135189",0,0,0,0,0,0
"ENSMUSG00000135190",0,0,0,0,0,0
"ENSMUSG00000135196",0,0,0,0,0,0
"ENSMUSG00000135202",0,0,0,0,0,0
"ENSMUSG00000135223",0,0,0,0,0,0
"ENSMUSG00000135245",0,0,0,0,0,0
"ENSMUSG00000114186",0,0,0,0,0,0
"ENSMUSG00000114136",0,0,0,1,1,0
"ENSMUSG00000135284",3,0,5,6,2,11
"ENSMUSG00000135296",0,0,7,0,1,2
"ENSMUSG00000135330",3,1,6,0,1,1
"ENSMUSG00000135359",1,1,0,2,0,1
"ENSMUSG00000135365",1,0,0,0,0,2
"ENSMUSG00000135374",0,1,0,0,0,0
"ENSMUSG00000135408",0,0,0,0,0,0
"ENSMUSG00000112954",1,0,0,0,0,1
"ENSMUSG00000135443",0,0,0,0,0,0
"ENSMUSG00000135470",7,7,0,22,12,10
"ENSMUSG00000135474",0,0,0,1,1,0
"ENSMUSG00000120669",2,2,1,2,4,5
"ENSMUSG00000135499",0,0,0,0,0,4
"ENSMUSG00000135546",1,0,0,0,0,0
"ENSMUSG00000135587",0,0,0,0,0,1
"ENSMUSG00000111916",0,0,0,2,1,0
"ENSMUSG00000135621",0,2,25,1,1,0
"ENSMUSG00000135632",0,0,0,0,0,0
"ENSMUSG00000135657",0,0,0,0,0,0
"ENSMUSG00000113447",0,0,0,1,0,0
"ENSMUSG00000135756",0,0,0,2,0,0
"ENSMUSG00000135763",0,0,0,0,0,0
"ENSMUSG00000135886",0,0,0,0,0,0
"ENSMUSG00000135917",1,2,32,1,3,14
"ENSMUSG00000135943",0,0,0,1,1,0
"ENSMUSG00000135947",0,0,0,0,0,0
"ENSMUSG00000136003",0,0,0,0,0,0
"ENSMUSG00000136012",0,0,0,0,0,0
"ENSMUSG00000112489",2,2,9,4,4,1
"ENSMUSG00000136051",0,0,0,0,0,0
"ENSMUSG00000091583",0,0,0,0,0,0
"ENSMUSG00000136099",0,0,0,0,0,0
"ENSMUSG00000136102",0,0,0,0,0,0
"ENSMUSG00000136105",0,0,0,0,0,0
"ENSMUSG00000136113",0,0,0,0,0,0
"ENSMUSG00000136116",0,0,0,0,0,0
"ENSMUSG00000136127",0,0,0,0,0,0
"ENSMUSG00000136131",0,1,0,0,0,0
"ENSMUSG00000136143",1,1,1,0,3,0
"ENSMUSG00000136191",0,0,0,0,0,0
"ENSMUSG00000136207",89,89,187,43,47,24
"ENSMUSG00000136244",5,5,15,2,1,0
"ENSMUSG00000113115",0,0,0,0,0,0
"ENSMUSG00000136268",0,0,0,0,0,0
"ENSMUSG00000136269",0,0,0,0,0,0
"ENSMUSG00000136301",0,0,0,0,0,0
"ENSMUSG00000136341",0,0,0,0,0,0
"ENSMUSG00000112323",0,0,0,0,0,0
"ENSMUSG00000136446",1,3,7,2,2,3
"ENSMUSG00000136492",0,0,0,0,0,0
"ENSMUSG00000112041",6,2,17,5,6,4
"ENSMUSG00000136524",0,0,0,0,0,0
"ENSMUSG00000097100",0,1,0,0,0,0
"ENSMUSG00000136608",0,0,0,1,0,0
"ENSMUSG00000136616",0,0,0,0,0,0
"ENSMUSG00000120598",0,0,0,0,0,0
"ENSMUSG00000121169",91,97,247,209,190,314
"ENSMUSG00000136748",0,0,0,0,0,0
"ENSMUSG00000136797",0,0,0,0,0,0
"ENSMUSG00000136839",0,0,5,0,0,0
"ENSMUSG00000136856",0,0,0,0,0,0
"ENSMUSG00000111889",8,7,3,6,9,20
"ENSMUSG00000136878",0,0,0,1,0,0
"ENSMUSG00000136899",0,1,0,0,0,3
"ENSMUSG00000136910",0,0,0,0,0,0
"ENSMUSG00000136926",2,0,0,0,1,2
"ENSMUSG00000136944",0,0,0,0,0,0
"ENSMUSG00000136958",0,0,0,0,0,0
"ENSMUSG00000136968",0,0,0,0,0,0
"ENSMUSG00000137009",0,0,0,0,0,0
"ENSMUSG00000137156",0,0,0,0,0,0
"ENSMUSG00000137257",0,0,0,0,0,0
"ENSMUSG00000121356",0,0,0,0,0,0
"ENSMUSG00000113268",0,0,0,0,0,0
"ENSMUSG00000137307",0,0,0,0,0,0
"ENSMUSG00000137345",0,0,0,0,0,0
"ENSMUSG00000137347",1,4,0,0,2,1
"ENSMUSG00000137370",0,0,0,0,0,0
"ENSMUSG00000111986",0,0,0,0,0,0
"ENSMUSG00000137425",0,0,0,1,0,0
"ENSMUSG00000112685",0,0,0,0,0,0
"ENSMUSG00000114079",0,0,0,0,0,0
"ENSMUSG00000137463",0,0,0,0,0,0
"ENSMUSG00000137465",0,0,0,0,0,0
"ENSMUSG00000137481",0,0,0,0,0,0
"ENSMUSG00000137505",0,0,0,0,0,0
"ENSMUSG00000137510",0,0,0,0,0,0
"ENSMUSG00000112549",6,2,0,7,3,12
"ENSMUSG00000137522",0,0,0,0,0,0
"ENSMUSG00000099407",1,0,0,0,0,0
"ENSMUSG00000102096",0,0,0,0,0,0
"ENSMUSG00000137586",0,0,0,0,1,0
"ENSMUSG00000137615",0,0,0,0,0,0
"ENSMUSG00000137618",0,0,0,0,0,0
"ENSMUSG00000137631",0,0,0,0,0,0
"ENSMUSG00000113233",3,1,17,6,10,7
"ENSMUSG00000113228",0,0,0,0,0,0
"ENSMUSG00000137750",7,1,29,4,7,4
"ENSMUSG00000071456",287,257,1080,393,425,635
"ENSMUSG00000137821",0,1,0,2,0,1
"ENSMUSG00000137849",2,3,0,1,2,2
"ENSMUSG00000113218",0,0,0,0,0,0
"ENSMUSG00000137855",0,0,1,1,0,0
"ENSMUSG00000113679",17,15,19,6,5,3
"ENSMUSG00000137888",0,0,0,0,0,0
"ENSMUSG00000137892",1,0,0,1,0,3
"ENSMUSG00000137896",0,0,0,0,0,0
"ENSMUSG00000112276",2,1,0,2,1,0
"ENSMUSG00000097429",1,1,15,1,0,1
"ENSMUSG00000121137",5,3,9,1,0,1
"ENSMUSG00000137940",0,0,0,0,0,0
"ENSMUSG00000113907",0,0,0,1,2,0
"ENSMUSG00000112971",4,1,0,1,1,7
"ENSMUSG00000120673",2,0,1,0,0,1
"ENSMUSG00000138005",2,0,3,0,0,0
"ENSMUSG00000138032",0,0,0,0,0,0
"ENSMUSG00000138038",0,0,0,0,0,0
"ENSMUSG00000138072",0,0,0,0,0,0
"ENSMUSG00000096953",0,0,0,0,0,0
"ENSMUSG00000112404",0,0,0,0,0,0
"ENSMUSG00000138108",9,6,0,2,0,0
"ENSMUSG00000138121",0,1,0,0,0,2
"ENSMUSG00000138142",0,0,0,1,0,0
"ENSMUSG00000138158",0,0,0,0,0,0
"ENSMUSG00000138161",3,1,11,1,0,2
"ENSMUSG00000112372",0,0,0,0,0,0
"ENSMUSG00000138211",0,0,0,0,0,0
"ENSMUSG00000138236",2,1,0,0,0,0
"ENSMUSG00000114028",0,0,0,3,2,0
"ENSMUSG00000138270",0,0,0,0,0,0
"ENSMUSG00000138302",0,0,0,0,1,2
"ENSMUSG00000138345",0,0,0,0,0,0
"ENSMUSG00000138361",0,0,0,0,0,0
"ENSMUSG00000138442",0,0,0,0,0,0
"ENSMUSG00000138474",0,0,0,0,0,0
"ENSMUSG00000113669",0,0,1,1,0,0
"ENSMUSG00000112763",0,0,0,0,0,0
"ENSMUSG00000100844",0,0,0,0,0,0
"ENSMUSG00000097762",2,4,6,18,13,13
"ENSMUSG00000138550",2,1,0,1,3,7
"ENSMUSG00000138558",3,2,0,1,2,2
"ENSMUSG00000120451",0,0,0,0,0,0
"ENSMUSG00000138602",0,0,0,0,0,0
"ENSMUSG00000138642",0,0,0,0,0,0
"ENSMUSG00000112792",2,0,0,1,0,3
"ENSMUSG00000112422",1,0,0,2,1,0
"ENSMUSG00000138725",0,0,0,0,0,0
"ENSMUSG00000138741",6,4,0,7,9,0
"ENSMUSG00000138778",3,1,0,2,1,0
"ENSMUSG00000138786",0,0,0,0,0,0
"ENSMUSG00000138788",3,2,1,6,9,1
"ENSMUSG00000086319",0,0,0,0,0,0
"ENSMUSG00000138819",0,0,0,0,0,0
"ENSMUSG00000138858",3,2,2,5,1,3
"ENSMUSG00000138888",2,3,3,2,0,5
"ENSMUSG00000138906",0,0,0,2,0,0
"ENSMUSG00000138922",0,0,0,0,0,0
"ENSMUSG00000138927",0,0,0,0,0,0
"ENSMUSG00000113940",0,0,0,0,0,0
"ENSMUSG00000138929",0,0,0,0,0,0
"ENSMUSG00000138951",1,1,0,0,0,1
"ENSMUSG00000138974",1,0,0,0,0,0
"ENSMUSG00000138976",1,1,0,0,1,0
"ENSMUSG00000139018",0,0,0,0,0,0
"ENSMUSG00000139043",6,6,15,7,4,9
"ENSMUSG00000139049",0,0,0,0,0,0
"ENSMUSG00000139054",0,0,0,0,0,0
"ENSMUSG00000139078",0,0,0,0,0,0
"ENSMUSG00000139094",0,0,0,0,0,0
"ENSMUSG00000139097",0,0,0,0,0,0
"ENSMUSG00000112211",3,3,6,2,4,0
"ENSMUSG00000139111",0,0,0,0,0,0
"ENSMUSG00000139115",0,0,0,0,3,0
"ENSMUSG00000139116",0,0,0,0,0,0
"ENSMUSG00000112164",2,1,0,4,1,0
"ENSMUSG00000112891",12,5,21,8,15,47
"ENSMUSG00000139162",0,0,0,0,1,4
"ENSMUSG00000116627",11,5,17,10,14,25
"ENSMUSG00000139167",0,0,0,0,0,0
"ENSMUSG00000139193",0,0,0,0,0,0
"ENSMUSG00000139195",0,0,0,0,0,0
"ENSMUSG00000042976",3,0,0,1,4,3
"ENSMUSG00000047828",0,0,0,0,0,1
"ENSMUSG00000139226",0,0,0,0,0,0
"ENSMUSG00000139238",2,1,4,2,7,9
"ENSMUSG00000139239",0,0,0,2,1,6
"ENSMUSG00000120161",31,27,11,25,24,27
"ENSMUSG00000120778",0,0,0,0,0,0
"ENSMUSG00000139309",1,0,10,1,1,3
"ENSMUSG00000139338",0,0,0,0,0,0
"ENSMUSG00000113875",2,2,0,1,0,1
"ENSMUSG00000139342",0,0,0,0,0,0
"ENSMUSG00000139349",0,0,0,0,0,0
"ENSMUSG00000139361",0,0,0,0,0,0
"ENSMUSG00000139374",0,0,0,4,2,3
"ENSMUSG00000139412",3,3,10,2,4,14
"ENSMUSG00000139423",0,0,0,0,0,0
"ENSMUSG00000139431",2,0,9,2,0,0
"ENSMUSG00000139456",1,6,0,3,9,5
"ENSMUSG00000139465",0,0,0,0,0,0
"ENSMUSG00000139471",0,0,0,0,0,0
"ENSMUSG00000139479",0,0,0,0,0,0
"ENSMUSG00000139497",0,0,0,2,0,0
"ENSMUSG00000139520",0,0,0,0,0,0
"ENSMUSG00000139546",0,0,0,0,0,0
"ENSMUSG00000139562",0,1,0,0,0,0
"ENSMUSG00000112053",0,0,0,0,0,0
"ENSMUSG00000139630",0,0,7,1,1,2
"ENSMUSG00000113005",0,0,0,0,0,0
"ENSMUSG00000139662",1,0,0,2,3,1
"ENSMUSG00000139668",0,0,0,0,0,0
"ENSMUSG00000139673",16,24,14,27,36,94
"ENSMUSG00000113488",0,2,0,0,0,0
"ENSMUSG00000139699",0,0,0,0,0,0
"ENSMUSG00000139705",0,0,0,0,0,0
"ENSMUSG00000139741",0,1,0,2,1,0
"ENSMUSG00000139779",0,0,0,0,0,0
"ENSMUSG00000113933",0,0,0,0,0,0
"ENSMUSG00000044062",4,9,13,10,6,13
"ENSMUSG00000139834",0,0,0,0,0,0
"ENSMUSG00000139869",0,0,6,2,0,2
"ENSMUSG00000139890",0,0,0,0,0,0
"ENSMUSG00000139894",0,0,0,0,0,0
"ENSMUSG00000139898",0,0,0,0,0,0
"ENSMUSG00000113343",0,0,0,0,0,0
"ENSMUSG00000139929",0,0,0,0,0,0
"ENSMUSG00000139992",0,0,0,0,0,0
"ENSMUSG00000140046",0,0,0,0,0,0
"ENSMUSG00000140048",2,1,0,0,1,0
"ENSMUSG00000094002",5,3,9,4,4,9
"ENSMUSG00000140071",0,1,0,0,0,0
"ENSMUSG00000120073",1,0,0,0,0,1
"ENSMUSG00000113581",6,2,0,8,2,11
"ENSMUSG00000140087",2,2,3,9,0,8
"ENSMUSG00000140101",0,0,0,0,0,0
"ENSMUSG00000120428",7,4,0,3,6,11
"ENSMUSG00000140194",0,0,0,0,0,0
"ENSMUSG00000120265",1,1,0,0,1,0
"ENSMUSG00000113190",1,2,5,2,0,0
"ENSMUSG00000140226",1,0,7,0,0,1
"ENSMUSG00000140258",0,1,0,1,1,3
"ENSMUSG00000097061",81,74,140,68,89,167
"ENSMUSG00000140297",0,0,0,0,0,0
"ENSMUSG00000140298",0,0,0,3,3,0
"ENSMUSG00000140334",1,1,0,3,1,0
"ENSMUSG00000140345",0,0,0,0,0,0
"ENSMUSG00000140351",0,0,0,0,0,0
"ENSMUSG00000140372",0,2,0,0,0,0
"ENSMUSG00000140377",0,1,0,2,0,0
"ENSMUSG00000140451",3,6,1,20,21,48
"ENSMUSG00000140482",1,1,16,7,7,3
"ENSMUSG00000140519",0,0,0,0,0,0
"ENSMUSG00000140541",1,0,1,1,1,0
"ENSMUSG00000140613",0,0,0,0,0,0
"ENSMUSG00000140621",0,0,0,0,0,0
"ENSMUSG00000021101",2,1,0,1,1,3
"ENSMUSG00000114021",0,0,0,0,0,0
"ENSMUSG00000113209",5,5,6,6,2,10
"ENSMUSG00000140671",0,1,0,0,0,0
"ENSMUSG00000140683",0,0,0,0,0,0
"ENSMUSG00000140687",0,0,0,0,0,0
"ENSMUSG00000140694",0,0,0,0,0,0
"ENSMUSG00000140709",1,0,0,0,0,0
"ENSMUSG00000140713",0,0,0,2,0,2
"ENSMUSG00000140748",0,0,0,0,0,0
"ENSMUSG00000140793",0,0,0,0,0,0
"ENSMUSG00000140872",0,0,0,0,0,0
"ENSMUSG00000140893",2,1,7,8,9,16
"ENSMUSG00000140900",1,0,0,1,1,1
"ENSMUSG00000096940",3,1,5,0,2,2
"ENSMUSG00000140929",0,0,2,1,1,6
"ENSMUSG00000140941",2,0,0,5,1,0
"ENSMUSG00000141002",0,1,0,0,0,3
"ENSMUSG00000141027",0,0,0,0,0,0
"ENSMUSG00000141040",0,1,0,0,0,0
"ENSMUSG00000141056",0,0,0,0,0,0
"ENSMUSG00000101930",1,1,0,0,0,3
"ENSMUSG00000121126",4,8,13,4,1,15
"ENSMUSG00000141087",1,0,0,0,0,0
"ENSMUSG00000141094",0,0,0,0,0,0
"ENSMUSG00000141116",1,1,9,1,2,0
"ENSMUSG00000141122",1,1,0,1,0,0
"ENSMUSG00000141125",4,2,3,5,0,2
"ENSMUSG00000141126",0,0,0,0,0,0
"ENSMUSG00000141142",5,6,3,5,4,5
"ENSMUSG00000141161",0,0,0,0,2,0
"ENSMUSG00000141193",0,0,0,1,0,0
"ENSMUSG00000141215",13,19,43,43,41,57
"ENSMUSG00000141231",0,0,0,0,0,0
"ENSMUSG00000141303",0,0,0,0,0,0
"ENSMUSG00000141327",0,0,0,0,0,0
"ENSMUSG00000141346",0,0,0,0,0,0
"ENSMUSG00000141386",6,0,0,0,1,1
"ENSMUSG00000141419",0,0,0,0,0,0
"ENSMUSG00000141428",4,2,0,4,5,6
"ENSMUSG00000141429",0,0,4,0,0,2
"ENSMUSG00000141460",0,0,0,0,0,0
"ENSMUSG00000112765",0,1,0,0,0,8
"ENSMUSG00000141521",4,0,0,0,0,0
"ENSMUSG00000141535",0,0,0,0,0,0
"ENSMUSG00000141556",0,1,0,0,0,0
"ENSMUSG00000113644",4,0,0,0,3,1
"ENSMUSG00000141637",4,5,20,18,15,20
"ENSMUSG00000121615",3,3,0,8,5,18
"ENSMUSG00000120079",0,1,0,1,0,8
"ENSMUSG00000141691",0,0,0,0,0,0
"ENSMUSG00000141743",0,0,0,0,1,4
"ENSMUSG00000141783",0,1,2,2,3,0
"ENSMUSG00000112139",0,0,1,1,0,0
"ENSMUSG00000113613",0,0,0,0,0,0
"ENSMUSG00000141788",4,3,0,2,4,6
"ENSMUSG00000141811",0,0,0,1,1,0
"ENSMUSG00000141812",0,0,0,0,1,0
"ENSMUSG00000141847",0,0,0,0,0,2
"ENSMUSG00000141858",0,0,0,0,0,0
"ENSMUSG00000112787",0,0,0,0,0,0
"ENSMUSG00000114049",1,0,0,0,2,0
"ENSMUSG00000141872",0,0,0,0,0,0
"ENSMUSG00000120607",0,0,0,0,0,3
"ENSMUSG00000141889",0,0,0,0,1,0
"ENSMUSG00000141977",0,0,0,0,0,0
"ENSMUSG00000141995",0,0,0,0,0,0
"ENSMUSG00000142077",0,0,0,0,0,0
"ENSMUSG00000113550",0,0,0,0,0,0
"ENSMUSG00000142091",0,0,0,0,0,0
"ENSMUSG00000112940",1,0,0,0,0,0
"ENSMUSG00000142110",0,0,0,0,0,0
"ENSMUSG00000142150",0,0,0,0,0,0
"ENSMUSG00000099360",0,0,0,0,0,0
"ENSMUSG00000142256",15,6,10,6,5,25
"ENSMUSG00000142269",1,1,13,3,3,6
"ENSMUSG00000112410",0,0,0,0,0,0
"ENSMUSG00000142308",0,0,0,0,0,0
"ENSMUSG00000142309",2,0,0,2,1,0
"ENSMUSG00000142353",1,1,8,7,3,14
"ENSMUSG00000114010",0,0,0,0,0,0
"ENSMUSG00000142395",0,2,0,1,1,0
"ENSMUSG00000142396",7,6,17,7,9,34
"ENSMUSG00000142425",0,0,0,1,0,0
"ENSMUSG00000142436",0,0,0,0,0,0
"ENSMUSG00000113164",0,0,0,0,0,0
"ENSMUSG00000142465",0,0,0,0,0,0
"ENSMUSG00000142472",0,0,0,0,0,0
"ENSMUSG00000142486",0,0,0,0,0,0
"ENSMUSG00000142504",0,0,0,0,0,0
"ENSMUSG00000142524",0,0,0,0,1,0
"ENSMUSG00000142556",0,0,0,0,0,0
"ENSMUSG00000142567",2,1,14,1,1,2
"ENSMUSG00000142612",0,0,0,0,0,0
"ENSMUSG00000142614",4,6,19,11,10,16
"ENSMUSG00000142622",0,0,0,0,0,0
"ENSMUSG00000120715",23,31,53,53,40,113
"ENSMUSG00000142657",0,0,0,1,1,0
"ENSMUSG00000142691",0,1,0,0,0,1
"ENSMUSG00000142693",1,0,0,4,1,3
"ENSMUSG00000142706",1,0,0,0,0,0
"ENSMUSG00000142729",0,0,0,0,0,0
"ENSMUSG00000100315",0,0,0,0,0,0
"ENSMUSG00000142738",0,0,0,0,0,0
"ENSMUSG00000142744",19,15,38,39,42,64
"ENSMUSG00000142778",0,0,0,0,0,0
"ENSMUSG00000142785",0,0,0,0,1,0
"ENSMUSG00000113886",0,0,0,0,0,1
"ENSMUSG00000142820",0,0,0,0,0,0
"ENSMUSG00000142825",0,1,0,2,1,5
"ENSMUSG00000112278",9,9,42,12,10,19
"ENSMUSG00000142859",0,0,2,1,0,0
"ENSMUSG00000142884",0,1,0,0,0,0
"ENSMUSG00000114089",0,0,0,0,0,0
"ENSMUSG00000142955",0,0,0,0,0,0
"ENSMUSG00000143016",0,0,0,0,0,0
"ENSMUSG00000143020",0,0,0,0,0,0
"ENSMUSG00000114050",0,1,2,4,1,11
"ENSMUSG00000143063",0,0,0,0,0,0
"ENSMUSG00000143064",0,0,0,0,0,0
"ENSMUSG00000143104",0,0,0,0,0,0
"ENSMUSG00000143122",0,0,0,0,0,0
"ENSMUSG00000143143",1,2,0,1,0,1
"ENSMUSG00000093579",3,0,0,0,1,4
"ENSMUSG00000143174",0,1,12,3,1,5
"ENSMUSG00000143198",0,0,0,0,0,0
"ENSMUSG00000143226",0,0,0,0,0,0
"ENSMUSG00000143227",0,0,0,0,0,0
"ENSMUSG00000121786",0,0,0,0,0,0
"ENSMUSG00000143263",0,0,0,1,0,1
"ENSMUSG00000143301",0,0,0,0,0,0
"ENSMUSG00000143308",0,0,0,0,0,0
"ENSMUSG00000087109",0,0,0,0,0,0
"ENSMUSG00000143337",0,0,0,0,0,0
"ENSMUSG00000143354",0,0,0,0,0,0
"ENSMUSG00000143359",0,0,0,0,0,0
"ENSMUSG00000143365",0,0,0,0,0,3
"ENSMUSG00000143390",0,0,0,0,0,0
"ENSMUSG00000143416",0,1,2,0,0,0
"ENSMUSG00000112859",0,0,0,0,0,0
"ENSMUSG00000143443",0,0,0,0,0,0
"ENSMUSG00000143453",0,0,0,0,0,0
"ENSMUSG00000143468",1,1,0,0,0,0
"ENSMUSG00000143491",2,1,0,0,0,10
"ENSMUSG00000143502",0,0,0,2,0,1
"ENSMUSG00000143519",0,0,0,0,0,0
"ENSMUSG00000113548",0,0,0,0,1,0
"ENSMUSG00000143536",0,0,0,1,0,0
"ENSMUSG00000143554",0,1,0,0,0,0
"ENSMUSG00000143556",0,0,0,0,0,0
"ENSMUSG00000113985",3,2,4,7,2,17
"ENSMUSG00000143632",0,0,0,0,0,2
"ENSMUSG00000143660",0,0,0,0,0,0
