"","CB62_E8","CB62_L4i","E32C1_E8","E32C1_L4i","E32C4_E8","E32C4_L4i","E32C6_E8","E32C6_L4i","E5C3_E8","E5C3_L4i","H9_E8","H9_L4i","RUES01_E8","RUES01_L4i","RUES02_E8","RUES02_L4i"
"ENSG00000229032",0,0,0,0,0,0,0,2,2,0,0,0,0,0,1,1
"ENSG00000229294",0,0,0,4,0,0,0,2,0,0,1,0,1,0,0,2
"ENSG00000232993",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000234088",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000236973",0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
"ENSG00000277397",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000271200",18,4,12,6,24,19,2,5,8,4,35,2,5,3,37,3
"ENSG00000235446",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000261196",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"ENSG00000162385",5003,5225,8553,9283,11781,12467,3750,7627,2054,4628,7627,3074,3782,4634,13974,12718
"ENSG00000234264",5,10,24,21,21,18,6,4,2,8,16,0,4,17,21,31
"ENSG00000242391",0,0,5,0,3,1,0,4,0,1,0,1,0,0,3,1
"ENSG00000223883",3,0,2,0,11,0,4,0,1,0,1,0,0,0,6,0
"ENSG00000284808",0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0
"ENSG00000237227",38,4,13,4,17,0,6,22,14,2,42,12,17,7,54,26
"ENSG00000275350",0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
"ENSG00000116652",3,0,18,2,20,14,1,5,7,4,38,3,2,8,39,12
"ENSG00000123080",4,10,8,18,28,50,12,41,0,28,48,10,6,2,22,86
"ENSG00000285778",0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,1
"ENSG00000233407",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000225675",15,5,74,30,49,22,11,9,4,11,36,8,7,13,62,21
"ENSG00000237622",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000162598",34,6,67,41,104,29,9,50,16,10,35,16,46,17,77,25
"ENSG00000280317",0,0,0,2,0,6,0,14,0,1,0,5,0,0,0,0
"ENSG00000162415",631,623,1518,574,2476,829,787,304,421,875,1638,463,563,455,2664,1928
"ENSG00000162600",1285,598,1863,1749,2457,1725,584,1291,577,654,1787,576,672,912,2845,2377
"ENSG00000116704",535,509,1008,578,1609,975,531,488,340,801,1268,293,351,390,1850,1502
"ENSG00000227644",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000157193",6855,1330,14704,4547,19372,5542,6022,3931,3786,1767,12564,2174,3614,2295,23326,6257
"ENSG00000116205",1324,922,2357,1844,3082,1777,959,1587,845,1063,2944,947,1023,1372,5174,4081
"ENSG00000198841",364,451,700,705,1050,1172,247,628,259,346,566,283,299,217,903,922
"ENSG00000116212",5949,4727,13648,12061,20709,13159,5298,8432,2760,3706,10488,3587,4283,5897,21094,16484
"ENSG00000234204",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000233099",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"ENSG00000233994",10,10,24,24,31,12,8,6,6,2,28,2,12,20,30,12
"ENSG00000233973",0,0,0,0,0,0,0,2,0,0,1,4,0,0,0,1
"ENSG00000237552",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000132854",79,32,117,163,261,140,68,92,43,296,422,45,94,56,272,524
"ENSG00000227556",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000162607",8565,7239,18057,13318,26573,21766,7872,10943,3700,7450,15320,4963,4991,7252,25141,20060
"ENSG00000233602",0,4,14,9,7,7,2,0,1,9,3,4,0,8,25,6
"ENSG00000233271",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000285954",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
"ENSG00000233333",0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000154027",914,204,1270,704,1572,814,328,488,303,91,810,181,660,496,1555,765
"ENSG00000234108",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000232676",0,0,2,0,0,0,0,2,0,0,2,0,4,0,0,2
"ENSG00000225167",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000213579",0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0
"ENSG00000137960",162,73,234,164,329,193,71,203,69,31,218,83,75,60,297,181
"ENSG00000237852",3,0,6,12,8,4,0,1,4,2,6,6,2,4,8,13
"ENSG00000116745",2,0,8,0,4,2,4,0,0,1,14,0,0,0,10,0
"ENSG00000132855",3,0,7,6,4,2,0,4,3,0,11,2,4,0,6,3
"ENSG00000285407",44,12,84,36,258,54,46,43,42,8,112,11,31,10,137,21
"ENSG00000272855",6,0,6,6,7,3,0,0,2,0,5,0,2,4,12,0
"ENSG00000270549",0,0,0,2,0,0,0,2,0,0,0,0,0,0,1,0
"ENSG00000237163",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000229636",0,0,0,2,0,0,0,10,0,0,0,2,0,0,0,0
"ENSG00000116675",825,331,1720,1255,2550,847,481,653,550,894,2249,595,483,574,2752,1940
"ENSG00000162433",10680,1579,14739,4698,24808,7317,8341,6573,9050,2977,17053,1554,4759,952,33163,5281
"ENSG00000213625",2842,2765,6316,4207,8844,5759,2255,3932,1539,3016,7640,1647,1613,2700,7729,6620
"ENSG00000227207",0,4,0,0,0,1,0,0,0,0,1,0,0,0,0,0
"ENSG00000227016",0,0,0,0,1,2,0,6,0,0,0,0,0,2,2,0
"ENSG00000233664",0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0
"ENSG00000158966",8787,14581,25033,32079,32528,42546,11748,25581,4723,14839,16477,11756,7113,18826,39004,56982
"ENSG00000213703",0,0,0,0,0,1,0,1,0,1,0,0,0,2,3,4
"ENSG00000203965",353,285,621,712,863,610,280,554,160,173,568,269,209,366,1169,947
"ENSG00000223479",0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,1
"ENSG00000233674",2,0,0,0,0,0,0,0,0,0,1,0,0,6,0,1
"ENSG00000153898",185,43,396,112,612,158,140,132,113,28,453,46,148,124,785,221
"ENSG00000117069",703,176,2215,827,3596,640,594,363,453,421,4020,375,858,264,2012,1358
"ENSG00000125703",2956,2056,5030,3935,6698,3733,1631,2488,1377,1560,4355,1405,1560,1396,6877,4940
"ENSG00000285041",4,2,5,0,2,1,0,0,0,2,4,0,0,0,2,1
"ENSG00000285808",0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000229440",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000234144",0,0,0,0,3,0,2,0,0,0,0,0,0,0,0,0
"ENSG00000213540",0,0,1,0,2,0,0,3,0,0,4,0,0,2,4,0
"ENSG00000277670",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000227466",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000154007",0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0
"ENSG00000230498",2,0,3,1,9,2,2,1,6,6,21,0,0,4,6,5
"ENSG00000285782",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000162618",247,0,532,30,1142,12,226,4,56,10,1410,4,202,6,857,17
"ENSG00000224493",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000131233",0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1
"ENSG00000272371",0,0,1,0,0,2,0,1,0,4,2,0,0,2,4,0
"ENSG00000287647",0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000229225",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000230863",1,2,12,15,139,28,13,22,0,3,47,4,4,8,10,8
"ENSG00000287224",0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000225598",0,0,0,0,0,0,0,0,0,2,0,4,1,0,0,4
"ENSG00000286455",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000225087",41,7,90,25,56,22,6,51,27,2,71,7,19,9,110,12
"ENSG00000280378",1,2,18,6,5,0,5,4,4,0,20,10,0,13,36,4
"ENSG00000188786",1546,1143,3877,2735,4587,3701,1273,1889,897,1373,3527,1188,1026,1415,5402,4755
"ENSG00000230053",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000137941",503,634,1280,1326,1692,988,474,1258,418,855,1242,800,363,891,1464,2302
"ENSG00000224326",0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0
"ENSG00000286548",49,59,80,45,158,167,48,51,76,128,89,35,20,62,169,127
"ENSG00000066135",6619,7299,11508,15634,16920,15547,4537,12911,4052,4611,9879,7111,4348,8282,21191,23385
"ENSG00000230027",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"ENSG00000233061",0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0
"ENSG00000272094",0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,1
"ENSG00000228853",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000215874",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000232453",11,4,31,4,68,12,4,2,14,8,23,0,12,12,42,16
"ENSG00000260386",0,0,0,0,0,4,0,0,0,0,1,0,2,0,1,0
"ENSG00000284895",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000117174",3037,2261,4668,3568,7124,5368,1986,3472,1471,2663,5306,1499,1691,2112,7646,5759
"ENSG00000237413",0,2,1,0,0,2,0,0,0,0,0,0,0,0,1,0
"ENSG00000184313",2,2,7,0,6,0,0,0,1,2,16,0,5,0,4,0
"ENSG00000284645",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000225605",0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1
"ENSG00000225446",0,0,8,0,6,0,0,2,6,0,1,0,1,0,2,1
"ENSG00000288543",5,4,11,11,34,0,8,2,5,3,39,4,24,0,18,8
"ENSG00000122420",10,12,36,44,27,32,28,14,8,10,14,24,14,18,28,22
"ENSG00000284240",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000236290",0,0,7,3,6,4,0,3,0,2,2,1,0,0,2,4
"ENSG00000143013",8969,3019,14383,5658,19365,6675,4898,3132,4579,4594,13268,1991,5477,2082,22426,8208
"ENSG00000226084",2681,1824,5236,5015,6294,4189,1656,3128,1073,1620,4389,1858,2306,1925,7962,6231
"ENSG00000134748",7487,7654,13460,12205,18188,17328,4949,9000,3072,7192,11282,4230,4641,6837,19381,19321
"ENSG00000142892",3152,2158,4962,4052,7240,4828,1952,3089,1292,1823,4185,1411,1732,2219,7308,5817
"ENSG00000219102",5,0,7,0,4,11,4,12,4,5,2,0,5,2,20,17
"ENSG00000184005",2266,1061,5128,2693,7583,2586,1967,1115,1027,1441,4365,1063,1439,1442,6275,5047
"ENSG00000230953",11,0,6,2,15,8,3,2,5,0,18,5,3,9,47,21
"ENSG00000287743",16,4,4,8,21,9,4,9,6,3,15,10,6,12,23,21
"ENSG00000229332",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000227937",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000229752",0,2,0,0,0,0,0,0,0,0,0,0,0,0,4,2
"ENSG00000237505",18,14,39,44,74,40,6,14,6,11,82,6,14,12,41,43
"ENSG00000285462",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000233216",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2
"ENSG00000197273",0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,4
"ENSG00000226804",0,0,0,0,0,0,4,2,0,0,0,0,0,0,0,0
"ENSG00000230728",1,0,2,0,1,0,0,0,2,0,1,0,0,1,1,0
"ENSG00000232846",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000230787",2,4,4,2,5,2,2,3,4,4,4,2,4,0,9,10
"ENSG00000116641",4901,3195,11635,8466,15664,8740,4206,5138,2451,3898,11111,3096,2763,3159,17965,10882
"ENSG00000223920",0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
"ENSG00000237453",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000172260",274,27,475,65,462,41,163,22,226,52,483,46,174,40,615,217
"ENSG00000285473",12,0,3,0,1,0,0,0,1,2,12,4,0,0,5,4
"ENSG00000237959",0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000231364",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000234578",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000117480",660,411,1415,1013,2087,1695,607,1085,589,565,1151,573,787,2445,4126,2177
"ENSG00000137944",4201,2122,8616,7546,12789,8196,3202,5210,2444,2996,9013,3630,3606,3414,15117,11484
"ENSG00000229505",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000228187",2,0,0,0,2,3,2,0,0,0,2,0,0,0,2,1
"ENSG00000285201",0,1,2,28,38,10,7,16,0,0,0,0,8,0,0,0
"ENSG00000182183",56,20,131,63,158,81,39,37,40,18,126,36,61,47,154,145
"ENSG00000236407",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000271949",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000227062",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000067334",10834,9799,16787,19043,21785,25319,6366,13656,4683,8428,14693,5803,6314,10354,25403,23226
"ENSG00000235011",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000235673",0,8,0,2,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000226938",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000213559",0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0
"ENSG00000287587",0,0,0,3,4,6,0,6,0,0,2,2,3,1,8,5
"ENSG00000142949",62115,30514,131519,87263,169258,80236,36796,56519,35777,30676,93328,34223,35092,45397,191437,123096
"ENSG00000116133",47924,63598,80086,101122,137795,152069,55129,74339,26105,55929,76811,29736,24321,67890,119511,127902
"ENSG00000232882",18,24,34,32,66,33,32,26,10,21,63,26,20,12,95,35
"ENSG00000171502",169,36,346,106,416,148,70,161,72,31,254,47,91,70,396,63
"ENSG00000162399",67,77,82,107,174,139,51,110,44,32,103,86,53,209,282,249
"ENSG00000116157",1040,402,2809,1146,4145,1447,943,758,801,910,2617,501,1339,760,3090,1576
"ENSG00000143036",322,223,569,717,1131,773,266,566,319,193,418,301,254,352,912,829
"ENSG00000232672",0,0,2,4,0,0,4,0,0,3,0,0,0,0,2,4
"ENSG00000230817",0,0,0,0,0,0,0,0,0,0,7,0,0,0,5,1
"ENSG00000065243",4784,2257,8772,5018,11328,5970,2971,3639,2551,2750,9361,2411,2604,2607,16395,8233
"ENSG00000226759",0,0,0,2,0,4,0,0,0,0,0,0,2,3,3,7
"ENSG00000226960",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000234080",2,6,2,6,2,6,2,2,2,2,4,2,2,2,12,4
"ENSG00000237899",7,5,16,10,19,17,6,12,5,10,11,1,4,2,30,19
"ENSG00000223905",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000227290",2,0,2,0,0,0,0,0,0,0,1,0,0,0,7,2
"ENSG00000229486",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000282898",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000285409",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000231090",0,0,2,0,0,0,0,0,0,0,9,0,0,0,2,2
"ENSG00000117528",4357,2797,8010,5565,11290,6775,2916,4226,2260,3252,7462,2002,2412,2682,11179,6444
"ENSG00000271723",0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
"ENSG00000172339",314,261,504,654,829,841,251,578,119,342,467,154,222,372,664,755
"ENSG00000036549",5454,3370,9976,6952,14509,9924,4204,4801,2817,3593,10419,3155,3046,3917,19288,12020
"ENSG00000287724",0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3
"ENSG00000058799",2804,2454,5797,4692,8457,6007,2234,3288,1543,2096,4753,1562,2263,2426,8536,6508
"ENSG00000225191",0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,6
"ENSG00000287870",1,0,3,1,9,5,2,5,1,0,10,0,2,2,12,0
"ENSG00000235563",0,0,3,0,1,6,2,2,0,3,2,3,2,6,5,8
"ENSG00000232048",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000232857",0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000273637",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000203985",2,0,0,4,0,2,0,2,2,0,0,0,0,0,2,2
"ENSG00000228838",1,2,2,0,6,6,2,2,0,0,2,0,0,2,2,2
"ENSG00000283761",34,20,74,46,92,49,20,17,24,14,63,19,20,14,50,56
"ENSG00000189433",8,3,8,0,7,0,4,0,11,8,22,6,1,10,46,28
"ENSG00000230759",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000231866",0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
"ENSG00000179178",2633,1794,4370,3462,5910,4715,1777,3346,1463,993,3280,1294,1969,2219,9366,4822
"ENSG00000142700",0,2,2,12,23,14,10,2,6,164,87,16,0,0,20,61
"ENSG00000285525",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000236098",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"ENSG00000233514",2,2,8,4,12,19,2,2,4,8,18,0,4,2,22,21
"ENSG00000127124",165,66,137,68,158,81,38,54,119,139,546,31,40,56,322,107
"ENSG00000266993",11,0,9,13,16,9,15,12,7,2,24,12,7,9,98,12
"ENSG00000223675",1,0,2,2,4,0,0,0,0,0,1,0,2,0,0,0
"ENSG00000162604",1377,546,1767,1416,2618,1201,567,1345,675,483,1896,610,869,688,3370,1899
"ENSG00000229316",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000116171",4908,3035,8490,6457,12496,6565,2882,4801,3141,2591,8243,2830,3584,2927,12075,8127
"ENSG00000287406",37,15,124,53,197,72,52,75,24,37,107,31,40,34,97,52
"ENSG00000225767",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"ENSG00000234099",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000137936",2080,862,3635,2411,4822,2053,913,1482,1078,1314,3830,883,1292,1097,4245,3465
"ENSG00000235308",0,0,1,2,3,4,0,4,1,0,4,0,2,2,16,1
"ENSG00000232752",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000235829",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000143032",6,2,4,0,5,4,2,2,4,74,4,0,0,0,16,25
"ENSG00000226745",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000178028",3211,3188,8503,9062,9968,9733,3120,6599,1821,3536,7344,2672,2844,4310,13529,11418
"ENSG00000280040",0,0,1,0,2,0,2,1,1,2,2,0,0,0,0,0
"ENSG00000168710",20691,10370,40887,26617,54069,22510,11404,17188,12467,9838,37353,11621,13716,10849,53546,33975
"ENSG00000117519",24388,20670,61290,44287,86565,48304,22102,29908,14710,26805,57187,16108,22187,22311,75726,65940
"ENSG00000270507",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000238037",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000215869",4,4,8,4,0,2,4,0,8,0,0,6,0,0,11,4
"ENSG00000134215",2120,740,2537,1068,3729,2199,892,1205,1139,708,2786,424,733,609,3946,1858
"ENSG00000227935",0,0,0,0,2,3,0,4,1,0,1,4,0,0,4,4
"ENSG00000228502",107,80,256,203,299,174,44,119,57,74,201,89,88,70,344,305
"ENSG00000236268",13,4,12,8,26,6,4,2,2,0,21,0,6,0,40,4
"ENSG00000271277",0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
"ENSG00000236888",0,0,0,2,0,0,0,0,0,0,3,0,4,0,2,0
"ENSG00000279778",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000230955",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000230828",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000188641",63,17,61,14,116,43,60,18,4,19,119,26,36,11,200,98
"ENSG00000152078",691,227,1103,425,1502,394,294,273,351,231,1400,218,305,276,1729,556
"ENSG00000237279",2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
"ENSG00000233359",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
"ENSG00000237954",0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0
"ENSG00000185668",2862,1628,7598,4158,8012,1732,1948,2058,1166,1692,6438,2198,3580,1860,13318,10441
"ENSG00000171492",7316,5725,12394,13014,19491,13246,4737,8138,2594,3589,11243,5298,3983,6140,16159,19633
"ENSG00000233129",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000170989",185,48,556,168,649,99,108,96,279,156,469,47,170,69,679,407
"ENSG00000258634",999,344,2432,1605,3068,1381,786,1317,686,513,2588,766,1162,646,3849,2625
"ENSG00000233557",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000237897",4,1,0,0,0,4,0,0,1,0,1,1,0,0,0,1
"ENSG00000116299",179,83,399,435,601,207,124,242,76,94,319,212,157,142,487,590
"ENSG00000137962",612,489,1878,1953,2053,1201,339,829,696,1398,2341,724,443,527,1957,2620
"ENSG00000227832",2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
"ENSG00000286692",2,3,2,11,6,4,3,0,1,0,2,4,0,0,6,8
"ENSG00000260464",16,5,42,18,80,23,6,18,10,22,63,14,24,13,57,24
"ENSG00000237435",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000231996",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000273204",7,1,15,11,13,19,7,11,6,8,29,3,11,4,38,30
"ENSG00000079739",12926,9082,7972,11813,20938,16879,3886,19019,10457,6704,14592,10238,6514,5552,33933,21873
"ENSG00000117154",3703,101,4348,663,6423,426,1235,351,1602,195,4138,471,2073,263,6411,1005
"ENSG00000162377",5384,6128,13891,14764,17066,19363,5000,10437,2843,6410,10044,4532,4338,7712,15208,22069
"ENSG00000224613",0,0,3,0,4,2,0,0,0,0,0,0,0,0,6,2
"ENSG00000215871",2,0,4,0,2,2,3,0,0,0,2,0,2,0,5,0
"ENSG00000287372",0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0
"ENSG00000232542",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000116774",12834,9994,21226,16210,32824,18052,5647,16145,13572,7653,22171,10390,10458,8980,45638,27787
"ENSG00000287756",0,0,0,0,1,2,0,0,0,0,1,0,0,0,0,1
"ENSG00000284652",2,2,8,4,12,6,0,4,0,4,10,0,2,2,9,4
"ENSG00000023909",2536,2455,3781,3977,5700,4330,1449,2686,1200,1875,3813,1463,1198,2058,5542,4612
"ENSG00000069702",760,330,1529,559,1870,799,502,267,469,459,1727,231,290,263,1757,1049
"ENSG00000232185",0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
"ENSG00000230489",1,1,0,1,1,2,0,0,1,0,1,0,0,0,2,0
"ENSG00000228399",4,0,0,2,2,2,2,6,0,2,2,0,2,0,2,2
"ENSG00000236776",0,0,3,0,0,0,2,2,0,0,0,0,0,0,0,2
"ENSG00000224685",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000287076",0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
"ENSG00000237480",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000271252",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000230427",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"ENSG00000235794",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000286758",0,0,1,0,2,0,2,0,2,2,4,2,0,0,2,0
"ENSG00000237337",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000233983",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000198198",1303,579,2565,2022,3189,2266,1200,2126,944,1512,3338,1096,779,1420,6306,4251
"ENSG00000225183",0,4,2,0,5,0,0,0,0,0,0,0,1,2,3,0
"ENSG00000230402",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000116793",2656,1578,6456,4037,9739,4602,3005,2906,1456,2954,5770,1409,2059,2261,8103,7383
"ENSG00000238122",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000260879",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000283354",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000232918",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000236360",1,0,2,0,50,29,11,20,1,0,3,1,21,21,6,5
"ENSG00000183298",10,16,45,47,52,45,12,24,9,9,35,21,16,12,59,63
"ENSG00000234332",0,0,2,0,0,4,0,2,2,0,4,2,0,2,2,1
"ENSG00000117525",720,600,912,1423,1321,1735,398,1521,415,473,1366,669,251,488,1678,1650
"ENSG00000225079",0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000226483",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000224238",0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0
"ENSG00000229537",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000162699",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000162692",4,2,110,20,170,20,20,12,0,22,38,8,30,10,25,183
"ENSG00000203914",4,0,0,2,2,2,0,4,2,2,2,0,2,4,12,8
"ENSG00000270457",0,0,0,2,0,0,0,0,0,0,2,0,4,2,5,3
"ENSG00000203858",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000231987",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000228057",60,36,61,52,65,36,25,35,15,18,80,30,22,37,148,91
"ENSG00000261593",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000224445",0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
"ENSG00000229842",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000270631",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000229201",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000181656",8,1,12,4,12,9,14,4,0,2,10,0,4,4,12,10
"ENSG00000122481",341,225,311,342,455,360,155,350,100,136,417,134,160,153,650,431
"ENSG00000198162",3305,1949,7238,3883,9468,3435,2319,2435,1973,2228,6481,1533,1784,1824,9705,5864
"ENSG00000238198",27,6,39,29,44,18,10,23,9,10,52,9,14,7,60,38
