"","zygote_r1","zygote_r2","twoC_r1","twoC_r2","fourC_r1","fourC_r2","eightC_r1","eightC_r2","ICM_r1","ICM_r2"
"ENSG00000230779",0,0,0,0,0,0,0,0,2,0
"ENSG00000203782",0,0,0,0,0,0,0,0,0,0
"ENSG00000159527",0,0,0,0,0,0,0,0,4,0
"ENSG00000163218",0,0,0,0,0,0,4,2,2,0
"ENSG00000207321",0,0,0,0,0,0,0,0,0,0
"ENSG00000163220",0,0,0,0,0,0,10,0,0,70
"ENSG00000163221",0,0,0,0,0,0,0,0,2,0
"ENSG00000237008",0,0,0,0,0,0,0,0,0,0
"ENSG00000143546",0,0,0,0,0,0,0,0,0,0
"ENSG00000224784",0,0,0,0,0,0,0,0,0,0
"ENSG00000184330",0,0,0,0,0,0,0,0,1,0
"ENSG00000203781",0,0,0,0,0,0,0,0,0,0
"ENSG00000143556",0,0,0,0,0,0,0,5,0,0
"ENSG00000197364",0,0,0,0,0,0,0,0,0,0
"ENSG00000273727",0,0,0,0,0,0,0,0,0,2
"ENSG00000270392",0,8,0,0,0,0,0,0,2,2
"ENSG00000273694",0,0,0,0,0,0,0,0,0,0
"ENSG00000270231",4,16,13,2,16,31,1,27,45,25
"ENSG00000231767",8,8,27,6,9,1,31,38,76,51
"ENSG00000186891",0,0,0,0,0,0,0,0,0,0
"ENSG00000078808",16,8,12,14,11,0,12,18,42,34
"ENSG00000176022",0,10,2,12,4,0,0,18,14,46
"ENSG00000184163",0,0,0,0,5,0,0,0,8,20
"ENSG00000260179",0,0,0,0,0,0,0,0,2,0
"ENSG00000160087",152,166,242,234,166,178,30,27,186,354
"ENSG00000230415",0,0,0,0,0,0,0,0,0,0
"ENSG00000162572",0,0,0,2,0,0,0,0,0,0
"ENSG00000278073",0,0,0,0,0,0,0,0,0,0
"ENSG00000023902",20,7,30,16,20,0,2,0,4,4
"ENSG00000285554",0,0,0,0,0,0,13,0,0,0
"ENSG00000266187",0,0,0,0,0,0,0,0,0,0
"ENSG00000143401",32,216,34,177,74,310,223,640,1854,3056
"ENSG00000222222",0,0,0,0,0,0,0,0,0,0
"ENSG00000276110",0,0,0,0,0,0,0,0,0,0
"ENSG00000118298",7,14,9,0,14,0,0,30,7,46
"ENSG00000117362",190,302,357,497,331,76,64,53,79,22
"ENSG00000118292",3,10,2,8,2,0,4,3,11,2
"ENSG00000289041",8,20,3,4,16,0,2,9,0,0
"ENSG00000159208",878,956,627,750,478,434,226,306,4,0
"ENSG00000266472",1242,1379,1298,1522,580,956,1578,2720,1072,1622
"ENSG00000117360",324,724,478,476,390,188,224,455,281,298
"ENSG00000131584",0,0,0,0,0,16,0,8,7,6
"ENSG00000127054",5,0,6,20,6,0,17,12,96,123
"ENSG00000283712",0,0,0,0,0,0,0,0,0,0
"ENSG00000240731",0,0,0,0,0,0,0,0,2,0
"ENSG00000224051",0,0,2,2,0,2,4,0,17,8
"ENSG00000169962",0,0,0,0,0,0,0,4,6,0
"ENSG00000107404",4,10,8,32,6,10,0,0,7,30
"ENSG00000284372",0,0,0,0,0,0,0,0,0,0
"ENSG00000162576",0,0,0,0,0,0,0,0,24,52
"ENSG00000175756",22,6,24,14,16,34,36,49,844,1146
"ENSG00000223663",0,0,0,0,0,0,0,0,0,0
"ENSG00000243659",0,0,0,7,0,0,0,0,0,2
"ENSG00000186501",36,54,16,6,20,0,24,37,124,174
"ENSG00000206888",0,0,0,0,0,0,0,0,0,0
"ENSG00000241547",0,3,0,0,0,0,4,23,8,2
"ENSG00000142765",0,0,0,0,0,0,2,0,7,4
"ENSG00000142733",15,56,23,16,12,1,0,22,11,17
"ENSG00000174950",0,0,0,0,0,0,8,4,3,0
"ENSG00000231207",0,0,0,0,0,0,0,2,0,0
"ENSG00000241169",0,0,0,0,0,0,0,0,0,0
"ENSG00000136631",282,492,358,474,414,624,225,708,134,88
"ENSG00000160712",0,0,0,0,0,64,6,0,302,462
"ENSG00000132781",0,0,0,0,0,7,0,0,4,0
"ENSG00000117054",78,28,28,20,48,10,40,2,640,464
"ENSG00000179456",30,60,40,20,18,156,45,54,6,20
"ENSG00000243781",0,0,0,0,0,0,0,0,0,0
"ENSG00000283174",0,0,0,0,0,0,0,0,0,0
"ENSG00000283166",58,29,23,20,29,0,6,0,0,0
"ENSG00000283377",0,0,0,0,0,0,0,0,0,0
"ENSG00000232154",0,0,0,0,0,0,0,0,2,0
"ENSG00000225723",0,0,0,0,0,0,0,0,0,0
"ENSG00000227860",0,0,0,0,0,0,0,0,0,0
"ENSG00000231181",0,0,0,0,2,0,3,0,4,0
"ENSG00000188807",118,78,69,58,60,16,15,2,36,42
"ENSG00000179840",0,0,0,0,0,0,0,0,0,0
"ENSG00000233268",0,0,0,0,0,0,0,0,0,0
"ENSG00000171603",276,285,297,337,148,152,71,82,64,104
"ENSG00000271264",0,0,0,0,0,0,0,0,0,0
"ENSG00000280113",0,0,0,0,2,0,0,4,4,0
"ENSG00000178585",19,47,33,22,12,2,2,10,0,4
"ENSG00000223989",0,0,0,0,0,0,0,0,0,0
"ENSG00000285701",0,0,0,0,0,0,0,0,0,0
"ENSG00000162441",552,820,652,705,356,296,685,1123,301,434
"ENSG00000228150",1,8,2,7,2,0,14,35,10,18
"ENSG00000202415",0,0,0,0,0,0,0,0,0,5
"ENSG00000283611",0,0,0,0,0,0,0,0,0,0
"ENSG00000265521",0,0,0,0,0,0,0,0,0,0
"ENSG00000174827",112,153,72,123,106,0,22,82,2,0
"ENSG00000117281",0,0,0,0,6,0,0,4,0,10
"ENSG00000265491",221,118,158,212,118,190,212,800,299,385
"ENSG00000186141",93,114,112,222,162,214,426,857,578,484
"ENSG00000171608",38,30,24,24,20,56,0,10,8,0
"ENSG00000251943",0,0,0,0,0,0,0,0,0,0
"ENSG00000229785",0,2,0,0,0,0,0,0,0,0
"ENSG00000279061",0,0,0,0,0,0,0,0,0,0
"ENSG00000117560",0,0,0,0,0,0,0,0,0,0
"ENSG00000269713",4,10,18,0,6,6,17,82,105,49
"ENSG00000277678",0,0,0,0,0,0,0,0,0,0
"ENSG00000270384",0,0,0,0,0,0,0,0,0,0
"ENSG00000286620",0,0,0,0,0,0,0,0,0,2
"ENSG00000270722",6,5,4,1,4,0,0,0,0,2
"ENSG00000287374",0,0,0,0,0,0,0,0,2,0
"ENSG00000278182",0,0,0,0,0,0,0,0,0,0
"ENSG00000275064",0,0,6,0,2,0,0,5,1,0
"ENSG00000162825",0,4,7,0,0,1,21,97,65,70
"ENSG00000229571",0,0,0,10,31,14,40,67,0,0
"ENSG00000288835",0,5,4,3,6,0,0,0,0,0
"ENSG00000160818",0,0,0,0,0,0,0,0,4,4
"ENSG00000268043",22,50,44,22,16,0,26,44,55,37
"ENSG00000049245",1477,1703,1843,1728,1131,579,606,921,734,564
"ENSG00000269925",0,0,0,0,0,0,2,0,2,0
"ENSG00000049246",268,446,325,335,154,188,63,162,38,17
"ENSG00000236266",8,8,2,5,4,11,3,0,2,0
"ENSG00000049247",0,10,0,0,18,6,87,0,0,0
"ENSG00000049249",0,0,0,0,0,0,0,2,2,0
"ENSG00000270330",0,0,0,0,0,0,0,0,0,0
"ENSG00000116288",1108,2067,1798,2484,796,731,774,1700,2466,2738
"ENSG00000200344",0,0,0,0,0,0,0,0,0,0
"ENSG00000284747",4,0,0,0,3,0,0,0,5,22
"ENSG00000284716",0,0,0,0,0,0,0,0,0,2
"ENSG00000116285",158,188,152,232,135,61,362,525,640,894
"ENSG00000232848",0,0,0,0,0,0,0,0,0,0
"ENSG00000162368",306,324,478,334,160,264,959,1050,778,600
"ENSG00000271355",0,0,0,0,0,0,0,0,4,0
"ENSG00000229554",0,0,0,0,0,0,0,0,0,0
"ENSG00000227883",0,0,0,0,0,0,0,0,0,0
"ENSG00000119535",0,0,0,0,0,0,0,2,12,26
"ENSG00000225158",0,0,0,0,0,0,0,0,0,0
"ENSG00000215785",0,0,0,0,0,0,0,0,0,0
"ENSG00000175262",6,12,4,11,8,0,0,0,2,2
"ENSG00000234784",0,0,0,0,0,0,0,0,5,0
"ENSG00000233877",0,0,0,0,0,0,0,0,0,0
"ENSG00000185031",0,0,0,0,0,0,0,0,0,0
"ENSG00000272506",0,0,0,0,0,0,0,0,0,0
"ENSG00000212257",0,0,0,0,0,0,0,0,0,0
"ENSG00000265996",0,0,0,0,0,0,0,0,8,1
"ENSG00000199135",0,0,0,0,0,0,0,0,10,7
"ENSG00000288804",0,0,2,0,0,0,6,0,2,0
"ENSG00000235804",0,0,0,0,0,0,0,0,0,0
"ENSG00000234496",0,0,0,0,0,0,0,37,0,0
"ENSG00000289273",0,0,0,0,0,0,0,0,0,0
"ENSG00000143226",0,10,0,0,7,61,0,2,5,0
"ENSG00000287343",0,0,0,0,0,0,0,0,0,0
"ENSG00000082497",0,0,0,2,6,0,8,0,14,30
"ENSG00000228110",2,2,5,0,0,0,1,0,0,0
"ENSG00000233455",0,0,0,0,0,0,0,0,0,0
"ENSG00000231622",0,0,0,0,0,0,0,0,0,0
"ENSG00000132768",22,23,28,11,65,0,34,109,87,203
"ENSG00000162434",648,576,820,996,560,701,298,237,302,214
"ENSG00000226891",0,0,0,0,1,0,6,3,4,0
"ENSG00000230667",2,0,0,4,0,0,2,6,18,6
"ENSG00000142867",1490,1666,834,884,215,556,697,1790,461,354
"ENSG00000077152",2578,3776,4126,3574,1474,1494,1440,1797,1914,1225
"ENSG00000244414",0,0,0,0,0,0,0,0,0,0
"ENSG00000134365",0,0,0,0,0,0,0,0,0,0
"ENSG00000134389",0,0,0,0,0,0,0,3,6,0
"ENSG00000236915",12,3,2,8,6,0,8,2,0,2
"ENSG00000230721",0,0,0,0,0,0,6,8,4,10
"ENSG00000203747",0,0,0,0,0,0,0,0,4,0
"ENSG00000289768",0,0,0,0,0,0,0,10,0,0
"ENSG00000162747",0,0,0,0,0,0,0,0,0,0
"ENSG00000163545",2,0,2,12,14,0,8,2,35,28
"ENSG00000162873",8,0,0,0,0,2,0,2,2,4
"ENSG00000235363",394,310,354,318,234,328,456,592,656,498
"ENSG00000226235",0,0,0,0,0,0,0,60,4,4
"ENSG00000186007",0,0,0,0,0,0,0,0,4,12
"ENSG00000199059",0,0,0,0,0,0,0,0,0,0
"ENSG00000224717",0,0,0,0,0,0,0,0,0,0
"ENSG00000281406",0,0,0,0,0,0,0,0,0,0
"ENSG00000162736",65,70,58,54,50,66,106,108,238,535
"ENSG00000232621",0,0,0,0,0,0,0,0,1,0
"ENSG00000237074",0,0,0,0,0,0,0,0,0,8
"ENSG00000196352",2038,3717,1918,2834,984,1603,286,315,2211,2222
"ENSG00000283044",0,0,0,0,0,0,0,0,0,0
"ENSG00000117322",752,850,958,502,360,666,146,262,6,12
"ENSG00000203710",5,2,13,31,2,0,1,0,3,2
"ENSG00000236911",0,0,0,0,0,0,0,0,1,2
"ENSG00000274059",0,0,0,0,0,0,0,0,0,0
"ENSG00000143469",265,412,402,561,176,513,84,170,46,6
"ENSG00000092847",170,298,123,155,85,114,42,150,222,132
"ENSG00000271164",0,0,0,0,0,0,0,0,0,0
"ENSG00000286899",0,0,0,0,0,0,4,2,0,0
"ENSG00000271914",0,0,0,0,0,0,0,0,0,0
"ENSG00000126070",25,10,65,57,38,0,145,155,92,85
"ENSG00000271554",0,0,0,0,0,0,0,0,3,0
"ENSG00000207082",0,0,0,0,0,0,0,0,0,0
"ENSG00000269887",9,48,18,24,18,0,0,14,2,2
"ENSG00000276359",0,0,0,0,0,0,0,0,0,0
"ENSG00000233693",0,0,0,0,0,0,0,0,0,0
"ENSG00000271917",0,0,0,0,0,0,0,0,0,0
"ENSG00000201987",0,0,0,0,0,0,0,0,0,0
"ENSG00000225487",0,0,0,0,0,0,2,0,2,0
"ENSG00000201270",0,0,0,0,0,0,0,0,0,0
"ENSG00000143816",4,12,0,14,0,0,4,0,0,2
"ENSG00000264483",0,0,0,0,0,0,0,0,0,0
"ENSG00000233003",0,0,0,0,0,0,0,0,0,0
"ENSG00000274886",0,0,0,0,0,0,0,0,0,0
"ENSG00000143761",851,1547,986,1190,509,936,340,650,1608,2615
"ENSG00000185630",607,876,721,844,433,827,150,397,62,10
"ENSG00000229985",0,0,0,0,0,0,0,0,0,0
"ENSG00000214973",0,3,0,4,2,0,0,0,0,10
"ENSG00000225159",56,107,64,116,66,114,72,258,92,121
"ENSG00000225990",2,0,0,0,0,0,0,0,0,0
"ENSG00000224311",0,0,0,0,0,0,0,0,0,0
"ENSG00000142784",62,34,66,48,30,60,18,55,18,12
"ENSG00000252098",0,0,0,0,0,0,0,0,0,0
"ENSG00000158195",388,526,566,622,512,514,90,128,280,316
"ENSG00000237429",0,0,0,0,0,0,0,2,2,0
"ENSG00000142748",0,0,0,0,0,0,0,2,6,0
"ENSG00000188257",0,0,0,0,30,6,14,0,2,2
"ENSG00000283227",0,0,0,0,0,0,0,0,0,0
"ENSG00000286019",0,18,0,0,2,0,0,0,0,2
"ENSG00000187080",0,0,0,0,0,0,0,0,0,0
"ENSG00000180433",0,0,0,0,0,0,0,0,0,0
"ENSG00000162746",0,0,0,0,2,0,0,2,0,0
"ENSG00000185888",0,0,0,0,0,0,0,0,0,0
"ENSG00000198965",0,0,0,0,0,0,0,0,0,0
"ENSG00000196071",0,0,0,0,0,0,0,2,0,0
"ENSG00000285946",0,0,0,0,2,2,0,0,0,0
"ENSG00000286106",0,0,0,2,0,0,0,1,0,0
"ENSG00000198452",0,0,0,0,0,4,0,1,0,3
"ENSG00000279804",0,0,0,3,28,81,111,211,3,2
"ENSG00000264343",5,0,1,0,6,0,0,0,3,3
"ENSG00000188585",0,0,0,0,2,0,0,0,0,2
"ENSG00000236782",63,62,104,70,37,76,5,15,0,0
"ENSG00000243749",0,1,2,0,0,0,0,0,0,0
"ENSG00000215912",0,4,2,0,0,0,0,0,8,0
"ENSG00000270629",0,5,6,1,0,2,3,5,19,28
"ENSG00000284188",4,2,11,8,15,11,6,0,2,10
"ENSG00000179002",0,1,0,0,0,0,0,0,2,0
"ENSG00000135801",572,599,800,816,554,1265,610,474,62,113
"ENSG00000237928",0,0,0,0,2,0,0,77,2,2
"ENSG00000237853",0,0,0,0,0,0,0,0,0,0
"ENSG00000186827",0,0,0,0,0,0,0,0,0,0
"ENSG00000162599",2,0,6,4,153,95,20,9,52,20
"ENSG00000080910",0,0,0,0,0,0,0,0,2,2
"ENSG00000272033",0,0,0,0,0,0,0,0,16,0
"ENSG00000287218",0,0,0,0,0,0,3,0,0,2
"ENSG00000233411",0,0,0,0,0,0,0,0,0,0
"ENSG00000273160",0,0,0,0,0,0,0,0,0,0
"ENSG00000227776",0,0,0,0,0,0,0,0,0,0
"ENSG00000143162",14,14,14,10,8,4,172,26,151,268
"ENSG00000231029",0,0,0,0,0,0,12,0,0,0
"ENSG00000241666",0,0,0,0,0,0,0,0,8,0
"ENSG00000198821",14,4,0,10,0,0,0,3,2,0
"ENSG00000236528",0,0,0,0,0,0,0,0,0,20
"ENSG00000203865",0,7,6,4,2,0,6,0,24,4
"ENSG00000232860",0,0,3,0,0,0,15,72,6,0
"ENSG00000284719",0,6,0,0,0,0,2,0,2,3
"ENSG00000179452",0,2,0,0,0,0,0,0,0,0
"ENSG00000273573",0,0,0,0,0,0,0,0,0,0
"ENSG00000252977",0,0,0,0,0,0,0,0,0,0
"ENSG00000288574",8,1,4,15,6,0,9,0,0,0
"ENSG00000222397",0,0,0,0,0,0,0,0,0,0
"ENSG00000287452",333,316,318,271,136,71,28,0,0,0
"ENSG00000009724",0,0,0,0,0,0,2,14,13,12
"ENSG00000237436",0,0,0,0,0,0,0,0,0,0
"ENSG00000227950",0,0,0,0,0,0,0,0,0,0
"ENSG00000237365",0,0,0,0,0,0,0,0,0,0
"ENSG00000207056",0,0,0,0,0,0,0,0,0,0
"ENSG00000237402",0,2,0,0,6,0,2,6,0,2
"ENSG00000237728",0,0,0,0,0,0,0,0,0,0
"ENSG00000225126",0,0,0,0,0,0,0,0,0,0
"ENSG00000270171",0,0,0,0,0,0,2,0,0,0
"ENSG00000270035",0,0,0,0,0,0,0,0,0,0
"ENSG00000269978",0,0,0,0,0,0,0,0,0,0
"ENSG00000171735",1038,1058,805,891,392,364,826,1240,343,460
"ENSG00000221662",0,0,0,0,0,0,0,0,0,0
"ENSG00000162779",4,4,6,0,18,38,12,18,8,0
"ENSG00000224620",0,0,0,0,0,0,0,0,0,0
"ENSG00000236539",0,0,2,0,0,38,2,0,4,6
"ENSG00000261250",0,0,0,0,0,0,0,4,2,2
"ENSG00000116218",0,0,0,0,0,0,0,2,0,0
"ENSG00000251875",0,0,0,0,0,0,0,0,0,0
"ENSG00000227141",0,0,0,10,0,0,0,0,2,0
"ENSG00000261060",4,0,4,2,0,0,0,0,0,0
"ENSG00000134255",79,134,151,87,55,0,95,180,386,784
"ENSG00000232284",163,126,179,103,178,0,40,26,0,2
"ENSG00000288573",0,0,0,0,0,0,2,8,8,0
"ENSG00000289071",0,0,0,0,0,0,0,0,0,0
"ENSG00000236021",0,0,0,0,12,15,0,0,0,18
"ENSG00000231768",0,0,0,0,6,24,0,0,0,0
"ENSG00000289288",0,0,0,0,4,2,4,0,0,0
"ENSG00000289880",0,0,0,0,0,0,0,0,0,0
"ENSG00000225938",0,0,0,0,0,0,0,0,2,0
"ENSG00000285728",0,0,2,0,0,0,2,0,4,0
"ENSG00000226251",0,5,0,0,9,4,40,111,10,26
"ENSG00000289893",4,2,14,10,9,39,4,0,2,0
"ENSG00000227712",0,0,0,0,0,0,2,0,4,0
"ENSG00000271576",0,0,0,0,0,14,16,20,0,8
"ENSG00000231563",0,1,0,0,3,5,0,0,3,2
"ENSG00000272482",0,0,0,0,0,0,0,0,0,0
"ENSG00000289914",0,0,0,0,0,0,0,0,0,0
"ENSG00000272583",0,0,0,0,0,0,0,0,0,0
"ENSG00000286391",0,0,0,0,0,0,0,0,0,0
"ENSG00000228526",0,0,0,0,22,8,0,40,10,48
"ENSG00000223382",0,0,0,0,13,15,0,2,0,0
"ENSG00000186056",0,0,0,0,0,0,0,0,4,0
"ENSG00000226476",0,18,0,4,14,0,10,4,22,0
"ENSG00000289962",0,0,0,0,2,0,0,0,0,0
"ENSG00000285184",0,0,0,0,0,0,0,1,0,2
"ENSG00000289103",0,0,0,0,0,0,0,0,0,0
"ENSG00000237520",0,0,0,0,0,0,0,0,0,0
"ENSG00000231128",0,0,0,0,6,0,8,4,0,0
"ENSG00000289355",0,0,0,0,0,0,0,0,0,0
"ENSG00000289318",2,0,4,4,0,8,0,0,14,6
"ENSG00000289995",0,0,0,0,0,0,0,0,0,0
"ENSG00000289402",0,0,0,0,0,0,0,0,0,0
"ENSG00000228606",1,0,2,0,0,60,0,0,0,6
"ENSG00000289377",0,0,0,0,0,0,0,0,0,2
"ENSG00000237352",20,19,39,17,16,0,10,1,3,1
"ENSG00000290006",0,0,0,0,0,0,0,0,0,0
"ENSG00000290013",0,0,0,0,0,0,0,0,0,0
"ENSG00000226754",33,53,19,48,35,0,6,0,2,0
"ENSG00000288772",0,0,0,0,0,0,0,0,0,1
"ENSG00000227733",0,0,0,0,0,0,0,0,10,3
"ENSG00000286383",0,0,0,0,29,18,174,136,2,0
"ENSG00000273129",0,0,0,0,0,0,0,0,0,0
"ENSG00000235501",0,0,11,4,0,0,12,0,0,0
"ENSG00000289457",0,0,0,0,0,0,0,0,0,0
"ENSG00000290037",0,0,0,0,0,0,0,0,0,0
"ENSG00000290041",0,0,0,0,0,0,0,0,0,0
"ENSG00000290045",0,0,0,0,0,0,0,0,0,0
"ENSG00000287902",0,0,0,0,0,0,0,0,0,0
"ENSG00000228058",0,0,0,0,0,0,0,0,0,0
"ENSG00000177133",0,0,0,0,0,2,4,2,4,4
"ENSG00000233290",0,0,0,0,1,0,0,13,2,0
"ENSG00000230461",0,0,0,0,2,33,0,8,10,0
"ENSG00000234476",0,0,0,0,0,0,0,8,0,0
"ENSG00000286389",0,0,0,0,0,4,0,0,8,0
"ENSG00000289610",0,0,0,0,0,0,0,0,0,0
"ENSG00000289055",0,0,0,0,0,0,12,8,0,0
"ENSG00000229989",18,14,17,22,4,0,5,2,2,0
"ENSG00000289408",0,0,0,0,0,0,0,0,0,1
"ENSG00000272205",12,4,14,20,6,0,4,0,0,4
"ENSG00000203709",4,0,0,36,10,0,9,24,9,0
"ENSG00000290066",17,30,26,37,26,12,1,13,0,0
"ENSG00000289593",0,0,0,0,0,0,0,0,0,0
"ENSG00000237076",0,0,0,0,0,3,0,34,0,3
"ENSG00000233621",32,0,4,3,8,122,10,0,2,0
"ENSG00000236963",21,22,6,62,0,0,0,25,3,6
"ENSG00000223881",0,0,0,0,0,0,0,0,0,0
"ENSG00000290074",0,0,0,1,4,10,0,0,0,0
"ENSG00000282564",0,0,0,0,0,0,0,0,9,2
"ENSG00000226889",1,7,0,10,6,0,6,57,0,9
"ENSG00000289367",0,0,0,0,0,0,0,0,0,0
"ENSG00000228063",24,8,18,0,33,0,16,2,0,0
"ENSG00000258673",0,6,6,2,0,0,0,0,0,6
"ENSG00000289341",0,2,0,0,0,0,10,0,2,0
"ENSG00000224616",8,10,18,2,6,0,6,0,0,2
"ENSG00000228697",0,0,0,0,1,0,0,0,2,4
"ENSG00000223944",0,0,0,0,0,0,0,0,1,0
"ENSG00000203739",7,26,8,30,14,36,20,32,2,17
"ENSG00000234184",0,0,0,0,0,0,0,0,0,0
"ENSG00000236155",0,0,0,0,8,0,2,0,14,0
"ENSG00000288736",0,0,0,0,0,0,0,0,16,6
"ENSG00000225206",0,0,0,0,2,0,0,0,0,0
"ENSG00000228971",16,0,12,1,9,0,5,0,0,0
"ENSG00000233593",8,10,9,44,30,22,20,28,6,22
"ENSG00000280587",2,0,0,0,0,0,0,0,6,0
"ENSG00000232480",0,0,0,0,1,0,4,0,1,0
"ENSG00000290081",0,0,0,0,0,0,0,2,0,0
"ENSG00000226835",0,0,0,0,3,0,4,28,1,0
"ENSG00000231252",0,0,0,0,0,0,0,2,6,1
"ENSG00000288927",0,0,0,0,0,0,0,0,0,0
"ENSG00000260805",0,0,0,0,0,0,0,0,0,0
"ENSG00000234807",0,0,0,0,0,0,0,0,0,2
"ENSG00000224968",269,341,251,509,312,308,39,180,1,0
"ENSG00000233008",2,64,0,0,9,6,0,65,8,10
"ENSG00000224259",0,0,2,0,6,0,10,0,1,6
"ENSG00000286198",0,0,0,0,0,0,0,0,2,0
"ENSG00000288905",14,8,6,6,0,2,6,4,12,4
"ENSG00000272449",0,0,0,0,0,0,0,0,0,0
"ENSG00000229484",0,0,0,0,0,2,0,0,4,0
"ENSG00000238260",0,0,0,0,0,0,0,0,2,0
"ENSG00000231999",14,2,0,1,12,0,0,0,4,5
"ENSG00000228382",0,0,0,0,0,2,0,0,0,0
"ENSG00000288822",24,21,18,49,6,0,5,0,0,0
"ENSG00000227591",6,16,8,14,33,40,10,8,0,0
"ENSG00000289141",2,0,0,0,6,14,26,20,6,2
"ENSG00000239636",0,0,0,0,0,0,0,3,2,0
"ENSG00000290094",0,0,0,0,0,0,0,0,0,0
"ENSG00000290096",0,0,0,0,0,0,1,0,0,0
"ENSG00000289062",0,0,0,0,0,0,0,0,0,0
"ENSG00000290102",0,0,0,0,0,0,0,0,0,0
"ENSG00000290105",0,0,0,0,0,0,0,0,0,0
"ENSG00000287839",0,0,0,0,3,27,14,43,33,32
"ENSG00000238164",0,0,0,0,0,0,0,0,0,0
"ENSG00000290111",0,0,0,0,0,0,0,0,0,0
"ENSG00000203706",0,0,0,0,0,0,4,0,2,10
"ENSG00000290115",8,13,1,9,18,22,14,0,0,0
"ENSG00000288934",0,0,0,0,0,0,2,6,0,0
"ENSG00000289835",0,0,0,0,0,0,0,0,0,0
"ENSG00000226822",117,63,118,211,51,46,15,0,0,0
"ENSG00000228436",0,0,0,0,0,0,0,0,0,0
"ENSG00000238279",0,0,0,0,0,0,0,0,1,0
"ENSG00000288999",0,0,0,0,2,0,8,20,0,0
"ENSG00000289439",0,0,0,0,0,0,0,0,0,0
"ENSG00000197568",13,9,5,14,16,42,23,66,75,93
"ENSG00000153363",180,159,182,262,224,209,79,203,80,150
"ENSG00000224699",6,6,1,26,4,0,18,13,25,12
"ENSG00000230798",0,0,0,0,0,12,20,24,28,130
"ENSG00000227533",0,0,0,0,0,0,0,0,10,6
"ENSG00000230623",0,0,0,0,8,0,0,0,35,28
"ENSG00000231789",13,0,20,0,0,0,0,0,3,18
"ENSG00000286071",0,0,0,0,0,0,0,0,4,4
"ENSG00000290123",0,0,0,0,0,0,2,0,0,0
"ENSG00000288880",0,0,0,0,0,0,2,6,1,13
"ENSG00000236423",0,12,4,0,0,0,0,0,14,4
"ENSG00000290124",117,153,101,89,31,126,45,94,56,40
"ENSG00000231057",0,0,0,0,16,6,14,16,1,2
"ENSG00000223956",0,0,0,2,2,2,0,0,16,10
"ENSG00000282048",0,0,0,0,0,0,0,2,6,0
"ENSG00000235200",0,0,0,0,0,0,0,0,2,0
"ENSG00000259943",12,0,14,12,10,0,32,60,0,22
"ENSG00000289576",0,0,0,0,0,0,8,0,0,0
"ENSG00000289106",6,2,7,6,0,0,0,0,0,0
"ENSG00000203288",0,0,0,0,2,0,0,0,3,0
"ENSG00000231365",0,0,4,3,17,0,23,89,61,37
"ENSG00000288775",0,0,0,0,0,0,0,0,0,0
"ENSG00000290121",0,0,0,0,6,62,8,22,0,0
"ENSG00000290125",0,0,0,10,0,0,4,7,0,0
"ENSG00000224167",0,0,0,0,0,0,0,0,0,1
"ENSG00000237463",0,0,0,0,0,0,0,0,1,2
"ENSG00000236810",20,63,34,32,7,26,50,57,39,17
"ENSG00000272145",0,0,0,0,0,0,0,10,0,2
"ENSG00000231663",6,4,1,0,12,0,32,26,12,0
"ENSG00000226419",0,0,2,0,21,43,55,177,59,7
"ENSG00000290126",0,0,0,0,16,0,32,16,0,8
"ENSG00000228192",0,0,0,0,0,7,1,0,5,0
"ENSG00000233184",38,19,6,0,20,0,22,5,12,117
"ENSG00000234741",625,1317,827,1625,1413,2356,3558,10659,4944,6749
"ENSG00000224093",0,1,0,0,0,0,8,0,4,0
"ENSG00000290127",0,0,7,0,0,0,0,0,0,0
"ENSG00000125462",10,0,0,8,16,92,24,56,143,85
"ENSG00000228084",0,0,0,0,0,0,0,0,0,0
"ENSG00000198468",20,3,28,32,8,0,2,30,40,8
"ENSG00000230337",0,0,0,0,47,50,38,102,4,5
"ENSG00000171819",0,0,0,0,0,0,0,0,0,0
"ENSG00000207451",0,0,0,0,0,0,0,0,0,0
"ENSG00000238173",0,0,4,0,0,0,0,0,0,0
"ENSG00000120942",194,120,136,112,50,74,82,243,186,508
"ENSG00000238199",0,4,8,0,0,2,0,8,2,2
"ENSG00000284646",10,20,4,22,0,0,0,0,0,0
"ENSG00000198793",394,295,300,560,472,833,158,189,211,367
"ENSG00000232671",6,0,0,0,0,0,1,16,1,1
"ENSG00000143373",7,2,10,4,35,25,4,11,13,2
"ENSG00000143393",98,155,167,95,81,153,56,171,41,54
"ENSG00000265753",0,0,0,0,0,0,0,0,0,0
"ENSG00000273481",0,0,0,0,0,0,6,0,0,0
"ENSG00000143390",0,0,0,0,4,0,14,0,0,13
"ENSG00000224645",0,0,0,0,0,0,0,0,0,0
"ENSG00000237976",0,0,0,0,0,0,0,0,1,0
"ENSG00000143416",0,0,0,0,0,0,6,0,0,0
"ENSG00000159377",916,1323,862,1108,670,1066,985,2322,2656,5015
"ENSG00000238711",0,0,0,7,0,0,0,0,0,0
"ENSG00000143375",95,152,124,146,86,64,22,36,161,190
"ENSG00000252840",0,0,0,0,0,0,0,0,0,0
"ENSG00000143367",24,2,32,46,75,4,55,110,115,20
"ENSG00000232536",0,0,0,0,0,0,0,0,0,0
"ENSG00000207606",0,0,0,4,4,0,7,1,1,0
